account_external_id,recency_days,frequency,monetary_total,monetary_avg,monetary_max,monetary_std,avg_discount_pct,avg_quantity,return_rate,category_diversity,spend_2022,spend_2023,spend_2024,spend_trend_2y,spend_trend_1y,login_count_30d,login_count_90d,email_open_rate,app_usage_score,support_tickets,days_since_login,age,tenure_days,loyalty_tier_enc,is_cz,campaign_opt_in,channel_Mobile App,channel_Store,channel_Web,clv_2025,loyalty_tier_label
ACC-00257,85,7,26046.05,3720.8642857142854,6829.98,2106.4128704020104,7.142857142857143,1.2857142857142858,0.0,4,2064.28,13589.07,10392.7,4.0325863805392,-0.2351989356934879,10,23,0.27,63.1,3,90,47,834,1,0,1,1,0,0,18732.58,Bronze
ACC-00258,546,12,63820.43,5318.369166666666,14317.68,3335.914961180293,0.8333333333333334,1.5833333333333333,0.0,6,24222.13,39598.3,0.0,-0.9999587171434905,-0.9999747470283565,5,26,0.23,57.5,0,21,44,1031,2,1,0,0,1,0,0.0,Silver
ACC-00259,5,8,65005.77,8125.72125,25714.66,7545.977514035329,5.625,1.75,0.0,4,0.0,0.0,65005.77,65005.77,65005.77,27,54,0.9,90.3,2,98,40,301,2,1,1,1,0,0,92536.31,Silver
ACC-00260,333,17,191097.88999999998,11241.052352941175,29872.36,9161.867124963208,1.4705882352941178,1.588235294117647,0.0,5,75743.2,108916.88,6437.81,-0.914992699110955,-0.9408838108123294,29,67,0.65,72.0,0,5,34,1036,3,0,1,0,0,0,0.0,Gold
ACC-00261,34,3,4331.22,1443.74,1502.93,74.86608911917342,8.333333333333334,1.0,0.0,2,0.0,0.0,4331.22,4331.22,4331.22,6,25,0.25,20.1,6,25,27,239,1,1,0,0,1,0,0.0,Bronze
ACC-00262,501,10,57747.86,5774.786,26740.89,7774.33262033783,2.5,1.5,0.0,6,21944.52,35803.340000000004,0.0,-0.9999544326131256,-0.999972070424982,6,29,0.39,68.3,2,12,50,884,3,1,1,0,0,0,0.0,Gold
ACC-00263,469,19,160422.15,8443.271052631579,28431.84,6607.307788921541,2.8947368421052633,1.7894736842105263,0.0,6,92413.98,68008.17,0.0,-0.9999891792434517,-0.9999852961005111,18,34,0.71,94.8,2,115,38,1251,2,0,1,1,0,0,0.0,Silver
ACC-00264,28,2,11333.54,5666.77,8415.76,3887.6589408280147,0.0,1.5,0.0,2,0.0,0.0,11333.54,11333.54,11333.54,7,13,0.23,19.2,2,26,26,114,2,1,1,0,0,1,15170.08,Silver
ACC-00265,17,16,97784.25,6111.515625,18096.72,4817.71323851191,2.8125,1.25,0.058823529411764705,5,0.0,32677.41,65106.84,65106.84,0.9923809022532001,12,38,0.89,70.9,0,20,26,605,3,1,0,0,0,0,25327.690000000002,Gold
ACC-00266,272,6,10498.67,1749.7783333333334,5197.5,1894.7081815141523,1.6666666666666667,1.1666666666666667,0.0,3,0.0,9634.33,864.3399999999999,864.3399999999999,-0.9101909327443897,9,38,0.36,48.2,2,0,59,594,3,1,0,0,0,0,35801.89,Gold
ACC-00267,704,2,3746.8599999999997,1873.4299999999998,2241.5,520.5295859026652,7.5,1.5,0.0,2,1505.36,2241.5,0.0,-0.9993361480655355,-0.9995540691192865,1,17,0.22,39.8,2,63,29,1285,1,1,0,0,1,0,0.0,Bronze
ACC-00268,441,2,3542.7299999999996,1771.3649999999998,2358.22,829.9383001464624,12.5,1.0,0.0,1,2358.22,1184.51,0.0,-0.9995761310941752,-0.9991564811768775,0,13,0.21,32.5,3,79,25,1019,1,1,0,1,0,0,0.0,Bronze
ACC-00269,7,12,70543.07,5878.589166666668,13378.6,3194.266852219794,2.5,1.5,0.0,5,0.0,10504.33,60038.74,60038.74,4.7151693473693825,12,35,0.28,42.7,2,45,38,455,2,0,1,1,0,0,26278.48,Silver
ACC-00270,213,10,32561.28,3256.1279999999997,6907.47,2202.5533315313846,4.5,1.5,0.0,5,16656.47,7579.8099999999995,8325.0,-0.5001641906003733,0.09829952208273265,6,35,0.21,63.9,3,52,28,1249,2,1,0,0,1,0,24898.870000000003,Silver
ACC-00271,583,2,3624.99,1812.495,3517.99,2411.9341595595015,17.5,1.0,0.0,2,0.0,3624.99,0.0,0.0,-0.9997242132493471,7,23,0.29,17.4,6,24,20,631,1,1,0,0,1,0,0.0,Bronze
ACC-00272,60,7,55665.25,7952.178571428572,26093.64,8775.842223971875,2.142857142857143,1.4285714285714286,0.0,3,4921.38,36612.76,14131.11,1.87099126845144,-0.6140218868534671,11,37,0.44,47.4,0,37,47,906,3,1,0,1,0,0,0.0,Gold
ACC-00273,244,10,50696.07,5069.607,21221.14,7508.418119983064,2.0,1.3,0.09090909090909091,5,1036.62,27252.05,22407.4,20.595959985351097,-0.1777654244203859,13,24,0.52,49.3,4,80,43,892,3,1,1,0,0,1,0.0,Gold
ACC-00274,27,3,9286.64,3095.5466666666666,8123.46,4355.409887683745,0.0,1.3333333333333333,0.0,2,0.0,0.0,9286.64,9286.64,9286.64,12,39,0.47,51.9,2,44,39,166,1,1,0,0,0,0,23351.32,Bronze
ACC-00275,124,4,22990.059999999998,5747.514999999999,9946.31,4785.125495884791,3.75,1.25,0.2,4,0.0,9946.31,13043.75,13043.75,0.3113846859100602,0,5,0.29,46.3,2,85,37,468,2,1,1,0,0,0,0.0,Silver
ACC-00276,14,2,4843.92,2421.96,4330.94,2699.705406298991,0.0,1.5,0.0,2,0.0,0.0,4843.92,4843.92,4843.92,2,14,0.04,14.1,5,31,33,136,1,1,1,0,0,1,12570.529999999999,Bronze
ACC-00277,64,6,25141.61,4190.268333333333,8726.4,2658.5803670110604,3.3333333333333335,1.5,0.0,4,0.0,13315.15,11826.46,11826.46,-0.11179582687188118,10,39,0.34,63.3,1,96,47,743,3,1,1,0,0,0,0.0,Gold
ACC-00278,53,5,61092.18,12218.436,29603.71,11888.787678532659,1.0,2.0,0.0,4,0.0,0.0,61092.18,61092.18,61092.18,11,21,0.54,80.5,0,76,48,161,2,1,0,0,0,1,96740.06999999999,Silver
ACC-00279,47,8,28526.9,3565.8625,7842.6,2704.824637694387,5.0,1.75,0.0,4,0.0,13891.48,14635.42,14635.42,0.05354983415488095,8,24,0.25,57.0,1,113,38,610,1,1,1,1,0,0,5905.99,Bronze
ACC-00280,20,7,34005.06,4857.865714285714,13771.06,4504.752207450324,1.4285714285714286,1.5714285714285714,0.0,5,0.0,0.0,34005.06,34005.06,34005.06,24,35,0.52,90.1,2,60,43,206,3,0,0,0,0,1,118346.88,Gold
ACC-00281,762,3,10669.060000000001,3556.353333333334,4723.21,1530.6519763268636,0.0,1.0,0.0,3,10669.060000000001,0.0,0.0,-0.9999062798147339,0.0,2,17,0.01,47.4,6,94,18,1436,1,1,1,0,0,1,0.0,Bronze
ACC-00282,11,7,78647.3,11235.328571428572,32183.75,11633.200926862202,5.0,2.0,0.0,3,0.0,0.0,78647.3,78647.3,78647.3,18,45,0.87,98.4,1,83,31,270,3,0,1,0,0,1,59087.740000000005,Gold
ACC-00283,14,4,8543.23,2135.8075,3861.66,1302.9384051539043,5.0,1.25,0.0,3,0.0,1743.19,6800.04,6800.04,2.8992540950240513,11,31,0.56,56.4,1,21,38,524,1,1,1,0,1,0,6288.5,Bronze
ACC-00284,136,8,39419.14,4927.3925,11801.97,4231.87174662786,5.625,1.25,0.0,5,3829.34,31512.22,4077.58,0.06480886814225363,-0.8705755870076114,14,26,0.22,44.9,2,81,21,758,3,1,0,0,0,0,31239.35,Gold
ACC-00285,495,11,37164.81,3378.6190909090906,8691.3,2793.558874183447,3.1818181818181817,1.2727272727272727,0.0,6,23424.6,13740.210000000001,0.0,-0.9999573116590397,-0.9999272262049703,10,31,0.3,44.8,4,114,35,1402,3,0,0,0,0,1,0.0,Gold
ACC-00286,428,11,81071.96,7370.178181818183,24877.38,7468.843169599718,2.272727272727273,1.6363636363636365,0.0,4,20933.670000000002,60138.29,0.0,-0.9999522323494949,-0.9999833719353853,14,42,0.59,50.1,4,118,40,1221,3,0,1,0,0,1,0.0,Gold
ACC-00287,292,2,5235.93,2617.965,2915.1,420.2123468557298,2.5,1.0,0.0,2,0.0,0.0,5235.93,5235.93,5235.93,9,37,0.26,40.6,2,21,48,468,3,1,0,0,0,0,17334.879999999997,Gold
ACC-00288,84,9,42040.49,4671.165555555555,11107.51,4122.315017857415,4.444444444444445,1.7777777777777777,0.0,4,2694.46,30742.02,8604.01,2.192408716879494,-0.7200987411126168,9,27,0.4,42.4,2,34,29,1134,2,1,1,0,0,0,0.0,Silver
ACC-00289,188,1,2783.16,2783.16,2783.16,0.0,5.0,1.0,0.0,1,0.0,0.0,2783.16,2783.16,2783.16,4,21,0.13,18.1,6,75,40,232,1,1,0,1,0,0,0.0,Bronze
ACC-00290,19,7,30635.559999999998,4376.5085714285715,15880.46,5305.010603723076,3.5714285714285716,1.2857142857142858,0.125,4,6252.15,5132.15,19251.26,2.0788098798205703,2.7505742088191463,5,34,0.45,62.1,3,59,33,1163,1,1,1,0,1,0,0.0,Bronze
ACC-00291,445,17,145494.96000000002,8558.52705882353,54074.48,12454.902296039281,3.5294117647058822,1.8235294117647058,0.0,6,69083.83,76411.13,0.0,-0.9999855250421836,-0.999986913072571,27,53,0.71,87.6,1,116,46,1371,2,1,1,1,0,0,0.0,Silver
ACC-00292,52,20,155765.01,7788.2505,22179.03,5839.989115856364,2.75,1.7,0.0,6,39351.36,43435.479999999996,72978.17,0.854505549349518,0.6801354529648812,11,24,0.85,97.0,1,38,33,1269,2,0,1,0,0,0,3803.38,Silver
ACC-00293,494,3,8540.44,2846.8133333333335,3486.9,873.1525353758833,3.3333333333333335,1.0,0.25,3,3486.9,5053.54,0.0,-0.9997132945325268,-0.9998021580598828,1,8,0.18,46.5,3,2,21,862,1,1,0,0,0,1,0.0,Bronze
ACC-00294,19,3,12780.93,4260.31,7070.18,2659.6637439157607,6.666666666666667,1.0,0.0,2,0.0,0.0,12780.93,12780.93,12780.93,6,23,0.53,47.1,1,7,28,193,2,1,0,0,0,1,10352.439999999999,Silver
ACC-00295,17,6,26301.22,4383.536666666667,8310.51,3018.176591372126,3.3333333333333335,1.0,0.0,4,0.0,0.0,26301.22,26301.22,26301.22,8,33,0.44,59.0,1,118,39,325,1,1,0,0,0,0,0.0,Bronze
ACC-00296,24,2,6310.74,3155.37,3589.99,614.6454984785944,5.0,1.0,0.0,1,0.0,0.0,6310.74,6310.74,6310.74,4,13,0.02,27.5,5,59,26,332,1,1,1,0,0,1,1093.78,Bronze
ACC-00297,380,9,55365.07,6151.674444444445,12898.08,3784.930430394696,1.6666666666666667,1.5555555555555556,0.0,4,13919.21,41445.86,0.0,-0.9999281620033031,-0.9999758727199117,12,28,0.34,57.8,0,88,34,1271,2,1,1,0,0,1,0.0,Silver
ACC-00298,812,5,21611.31,4322.262000000001,8587.26,3108.5804251490745,1.0,1.6,0.0,5,21611.31,0.0,0.0,-0.9999537300732777,0.0,0,16,0.08,36.3,6,64,36,1067,2,1,1,0,0,0,0.0,Silver
ACC-00299,38,4,23658.43,5914.6075,10199.2,3577.269444929331,3.75,1.0,0.0,3,0.0,0.0,23658.43,23658.43,23658.43,12,33,0.25,69.1,2,9,38,433,2,0,1,0,0,0,17841.07,Silver
ACC-00300,999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,12,0.05,30.8,1,75,39,82,2,1,1,0,0,0,14699.14,Silver
ACC-00301,8,13,58802.74,4523.287692307692,12337.73,3481.1409051132314,4.615384615384615,1.3846153846153846,0.0,5,25775.05,21141.39,11886.3,-0.538823830648994,-0.4377504151611999,13,23,0.38,57.6,3,0,33,1057,2,1,1,0,0,1,0.0,Silver
ACC-00302,108,3,4865.11,1621.7033333333331,1904.72,259.72141312054606,5.0,1.6666666666666667,0.0,2,0.0,0.0,4865.11,4865.11,4865.11,0,10,0.05,11.5,4,46,18,380,1,0,0,0,0,1,3018.05,Bronze
ACC-00303,2,8,20442.989999999998,2555.3737499999997,4141.84,918.2037087695813,5.625,1.375,0.0,3,7220.360000000001,6082.98,7139.65,-0.011176565079154195,0.17368071558420642,9,30,0.39,65.3,3,55,40,1114,3,1,0,0,0,0,22086.07,Gold
ACC-00304,27,8,46024.99,5753.12375,17396.55,5929.465204154918,1.875,1.25,0.0,3,0.0,8674.4,37350.590000000004,37350.590000000004,3.3054602669617545,10,31,0.42,41.0,1,72,39,722,2,1,0,0,0,0,0.0,Silver
ACC-00305,978,2,10253.3,5126.65,9544.72,6248.0945135137,7.5,1.5,0.0,2,10253.3,0.0,0.0,-0.9999024799352467,0.0,6,15,0.28,11.6,6,34,44,1403,1,1,1,0,0,0,0.0,Bronze
ACC-00306,15,17,158866.39,9345.081764705883,20414.39,5752.10575400135,3.235294117647059,1.7058823529411764,0.0,5,0.0,47840.94,111025.45,111025.45,1.3206928899622379,15,29,0.87,79.5,0,50,25,778,2,1,1,1,0,0,0.0,Silver
ACC-00307,906,2,6333.0199999999995,3166.5099999999998,4438.2,1798.4412451342412,5.0,1.0,0.0,2,6333.0199999999995,0.0,0.0,-0.9998421223804156,0.0,5,21,0.04,49.5,2,42,33,1311,1,1,1,0,0,1,0.0,Bronze
ACC-00308,598,8,57445.27,7180.65875,28922.54,9188.263045821692,1.875,1.375,0.0,5,52461.59,4983.679999999999,0.0,-0.9999809387984848,-0.9997993853166101,6,33,0.59,57.4,2,49,40,1018,3,0,0,1,0,0,0.0,Gold
ACC-00309,171,6,24909.77,4151.628333333333,6313.99,2713.146917934351,4.166666666666667,1.1666666666666667,0.0,4,0.0,0.0,24909.77,24909.77,24909.77,11,32,0.41,43.8,4,51,37,330,2,1,1,0,0,0,34693.08,Silver
ACC-00310,658,5,20659.8,4131.96,10163.71,3983.395177163571,1.0,1.6,0.0,3,14404.56,6255.24,0.0,-0.9999305823584782,-0.9998401595846707,7,13,0.06,36.9,1,84,65,1384,2,0,1,0,1,0,0.0,Silver
ACC-00311,110,3,34061.46,11353.82,27676.82,14152.65189672946,0.0,1.3333333333333333,0.0,2,0.0,3875.92,30185.54,30185.54,6.786216893822933,5,22,0.26,47.0,1,64,35,412,2,1,1,0,0,1,19358.98,Silver
ACC-00312,575,8,31831.03,3978.87875,5386.66,1742.908183594612,4.375,1.25,0.0,5,15185.17,16645.86,0.0,-0.9999341506120372,-0.9999399286111615,11,31,0.47,54.9,0,25,36,1192,2,1,0,0,0,0,0.0,Silver
ACC-00313,439,3,24029.4,8009.8,16063.44,7164.744842777027,8.333333333333334,1.6666666666666667,0.0,2,0.0,24029.4,0.0,0.0,-0.9999583860443438,7,26,0.17,11.2,0,45,48,775,1,1,0,0,0,1,0.0,Bronze
ACC-00314,522,10,39304.89,3930.489,14027.24,4085.9979291435716,1.5,1.5,0.0,5,11714.96,27589.93,0.0,-0.9999146463456686,-0.9999637562053907,8,18,0.44,68.2,4,47,29,1314,2,1,0,0,0,0,0.0,Silver
ACC-00315,636,6,20256.72,3376.1200000000003,6626.06,2824.1967094095976,5.0,1.1666666666666667,0.0,3,13596.04,6660.68,0.0,-0.9999264545812913,-0.9998498877160116,9,27,0.24,59.7,1,63,33,1207,2,1,1,0,0,0,0.0,Silver
ACC-00316,315,23,161919.39,7039.97347826087,22037.76,4909.833843703701,4.565217391304348,1.9130434782608696,0.041666666666666664,6,80186.6,63627.78,18105.010000000002,-0.7742043657622875,-0.7154430746589829,15,33,0.85,99.8,0,72,34,1267,2,0,1,1,0,0,0.0,Silver
ACC-00317,57,1,7128.98,7128.98,7128.98,0.0,5.0,1.0,0.0,1,0.0,0.0,7128.98,7128.98,7128.98,4,21,0.09,14.4,1,101,43,102,2,1,0,0,0,0,8782.27,Silver
ACC-00318,1050,1,2722.7,2722.7,2722.7,0.0,5.0,2.0,0.0,1,2722.7,0.0,0.0,-0.9996328523699379,0.0,5,13,0.2,42.3,1,12,32,1342,1,1,0,0,1,0,0.0,Bronze
ACC-00319,392,10,35290.38,3529.0379999999996,6035.36,1627.2988945543402,1.5,1.3,0.0,6,9519.64,25770.74,0.0,-0.9998949650443668,-0.9999611978081417,13,41,0.55,51.3,0,84,18,1391,2,1,0,0,0,0,0.0,Silver
ACC-00320,222,2,1855.69,927.845,1526.04,845.9754819437736,10.0,1.5,0.0,2,0.0,329.65,1526.04,1526.04,3.618297293210343,6,11,0.11,25.8,4,18,23,423,1,1,0,0,1,0,0.0,Bronze
ACC-00321,252,8,136515.8,17064.475,57643.5,21925.94722588937,3.75,2.0,0.0,4,0.0,73333.87,63181.93,63181.93,-0.13843264466140046,13,23,0.3,51.2,3,101,27,724,1,1,0,1,0,0,0.0,Bronze
ACC-00322,358,6,33319.81,5553.301666666666,7458.14,1752.2071574949882,2.5,1.3333333333333333,0.14285714285714285,4,0.0,27238.57,6081.24,6081.24,-0.7767130685249437,14,34,0.44,60.0,1,65,43,763,2,1,1,0,0,1,0.0,Silver
ACC-00323,64,9,65755.78,7306.197777777777,16486.01,4620.466292628855,2.7777777777777777,1.3333333333333333,0.0,4,19704.81,32894.13,13156.84,-0.3322862648122559,-0.6000064447229726,13,25,0.42,68.5,1,69,41,1049,2,1,1,0,0,1,2035.52,Silver
ACC-00324,999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,12,0.24,14.4,4,97,18,45,1,1,1,0,0,0,21285.76,Bronze
ACC-00325,44,19,121411.44,6390.075789473684,16377.19,3295.9378398000363,3.6842105263157894,1.4736842105263157,0.05,5,57056.78,6986.49,57368.17,0.0054574503249162415,7.210268637235975,25,39,0.6,84.3,2,47,49,1069,3,1,1,0,0,1,45711.770000000004,Gold
ACC-00326,877,7,55478.46,7925.494285714286,18485.5,6585.531988862294,4.285714285714286,1.5714285714285714,0.0,5,55478.46,0.0,0.0,-0.9999819753112232,0.0,11,26,0.5,61.5,2,108,35,1335,3,1,1,0,0,0,0.0,Gold
ACC-00327,143,1,2021.03,2021.03,2021.03,0.0,0.0,1.0,0.0,1,0.0,0.0,2021.03,2021.03,2021.03,4,15,0.13,45.9,4,14,40,191,2,1,0,0,0,0,14019.34,Silver
ACC-00328,999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,8,0.28,12.4,4,12,22,92,2,1,1,1,0,0,7778.55,Silver
ACC-00329,660,6,35042.65,5840.441666666667,15680.72,5155.197489223538,0.0,1.1666666666666667,0.0,4,24794.25,10248.4,0.0,-0.9999596696948004,-0.9999024333131695,10,38,0.24,54.6,4,51,31,1452,2,1,1,0,0,0,0.0,Silver
ACC-00330,394,11,47835.9,4348.718181818182,10635.46,2873.3129709268287,4.545454545454546,1.4545454545454546,0.0,6,4244.52,43591.38,0.0,-0.9997644575929451,-0.9999770602109819,7,24,0.32,58.3,1,1,33,1002,1,1,0,0,1,0,0.0,Bronze
ACC-00331,4,15,102373.98,6824.932,55983.84,13825.931315242487,3.3333333333333335,1.6,0.0,5,0.0,0.0,102373.98,102373.98,102373.98,26,48,0.67,73.7,2,6,29,295,2,1,1,1,0,0,53117.96,Silver
ACC-00332,517,5,8237.02,1647.404,3184.05,1327.0872294352018,4.0,1.0,0.0,3,3927.9700000000003,4309.05,0.0,-0.9997454803676281,-0.9997679841301145,6,22,0.05,31.0,6,62,32,1177,1,1,0,0,0,1,0.0,Bronze
ACC-00333,97,2,6297.67,3148.835,3652.31,712.0211733157939,7.5,1.0,0.0,2,0.0,0.0,6297.67,6297.67,6297.67,7,12,0.17,20.3,3,83,19,193,1,1,0,0,1,0,0.0,Bronze
ACC-00334,72,4,32476.940000000002,8119.235000000001,17902.38,6808.545209741947,12.5,2.0,0.2,3,0.0,29699.09,2777.85,2777.85,-0.906436310462359,3,13,0.24,32.0,4,105,22,639,1,1,0,0,0,1,0.0,Bronze
ACC-00335,142,2,5472.79,2736.395,2743.25,9.694433970067593,0.0,1.5,0.0,2,0.0,0.0,5472.79,5472.79,5472.79,6,21,0.0,35.5,4,85,28,308,3,0,0,0,0,1,5084.78,Gold
ACC-00336,5,9,78739.44,8748.826666666668,14730.19,5649.2601641896445,1.1111111111111112,1.5555555555555556,0.0,6,0.0,13656.62,65082.82,65082.82,3.7653851842414707,18,53,0.58,88.3,1,41,38,540,3,1,1,1,0,0,59529.26,Gold
ACC-00337,342,1,4073.12,4073.12,4073.12,0.0,15.0,1.0,0.0,1,0.0,0.0,4073.12,4073.12,4073.12,7,19,0.11,19.5,4,67,40,345,1,1,1,0,0,0,0.0,Bronze
ACC-00338,207,1,1848.33,1848.33,1848.33,0.0,10.0,1.0,0.0,1,0.0,0.0,1848.33,1848.33,1848.33,1,13,0.25,26.9,1,88,28,219,1,0,0,0,1,0,4737.48,Bronze
ACC-00339,51,3,21072.96,7024.32,7972.95,1104.9790268145362,3.3333333333333335,1.6666666666666667,0.0,3,0.0,0.0,21072.96,21072.96,21072.96,1,8,0.19,28.1,1,68,26,257,3,1,0,0,0,0,10526.08,Gold
ACC-00340,19,1,3474.89,3474.89,3474.89,0.0,5.0,2.0,0.0,1,0.0,0.0,3474.89,3474.89,3474.89,6,11,0.22,44.5,6,20,43,55,1,1,0,0,0,1,4483.5599999999995,Bronze
ACC-00341,28,7,54030.03,7718.575714285714,16342.22,5836.272823286156,2.142857142857143,1.8571428571428572,0.0,5,0.0,16342.22,37687.81,37687.81,1.3060822775438377,5,30,0.32,46.9,2,9,22,550,2,0,1,1,0,0,7277.03,Silver
ACC-00342,299,19,114006.67,6000.351052631579,17847.94,5048.9949432127305,2.1052631578947367,1.736842105263158,0.05,6,49529.54,34060.17,30416.96,-0.38587465430419293,-0.10696080023087871,18,41,0.75,71.8,0,1,29,1455,2,1,1,0,0,1,0.0,Silver
ACC-00343,27,1,23132.48,23132.48,23132.48,0.0,0.0,2.0,0.0,1,0.0,0.0,23132.48,23132.48,23132.48,7,14,0.18,37.0,1,117,45,93,1,1,0,0,0,0,0.0,Bronze
ACC-00344,168,2,1380.3999999999999,690.1999999999999,1253.86,797.1356165672187,0.0,1.0,0.0,2,0.0,126.54,1253.86,1253.86,8.838952485494746,4,15,0.22,10.6,3,45,18,462,1,1,1,0,1,0,0.0,Bronze
ACC-00345,117,10,35183.0,3518.3,8215.05,2565.6273011444546,1.5,1.2,0.09090909090909091,4,24395.489999999998,2988.61,7798.9,-0.6802859755645176,1.6090025120333418,7,20,0.49,57.4,4,109,41,1318,1,1,1,0,0,1,1177.07,Bronze
ACC-00346,1,20,129207.84,6460.392,20678.55,5225.669036231377,4.0,1.45,0.0,6,18761.57,61850.07,48596.200000000004,1.5901142540707378,-0.2142868344880694,13,30,0.76,87.9,0,7,33,1111,2,1,1,0,0,1,48685.07,Silver
ACC-00347,130,3,8103.12,2701.04,4091.85,1510.0641239033528,3.3333333333333335,1.0,0.25,3,0.0,5186.7,2916.42,2916.42,-0.4376274649652061,0,15,0.1,34.7,4,48,25,824,1,1,1,1,0,0,3455.37,Bronze
ACC-00348,3,1,21315.37,21315.37,21315.37,0.0,0.0,1.0,0.0,1,0.0,0.0,21315.37,21315.37,21315.37,3,9,0.2,12.8,4,7,19,50,3,1,0,0,0,1,15386.94,Gold
ACC-00349,8,2,6423.62,3211.81,4987.88,2511.7422817239826,10.0,1.0,0.0,2,0.0,0.0,6423.62,6423.62,6423.62,10,27,0.46,56.0,4,57,34,28,2,1,0,0,0,1,45427.91,Silver
ACC-00350,42,11,77717.42,7065.22,35388.48,9732.222444939285,4.545454545454546,1.2727272727272727,0.0,4,44739.47,15000.93,17977.02,-0.598170962441834,0.19838047504554415,7,22,0.22,51.4,0,34,18,1355,1,0,0,0,1,0,13954.86,Bronze
ACC-00351,377,4,9776.419999999998,2444.1049999999996,5562.87,2228.0058900056797,3.75,1.0,0.0,4,0.0,9776.419999999998,0.0,0.0,-0.9998977235303382,1,12,0.14,12.4,3,57,35,530,1,0,0,0,0,1,0.0,Bronze
ACC-00352,618,11,64500.100000000006,5863.645454545455,14018.73,4275.462214742082,3.1818181818181817,1.4545454545454546,0.0,5,35574.47,28925.63,0.0,-0.9999718907438188,-0.9999654297787195,8,22,0.27,60.7,0,54,37,1081,1,1,1,0,0,1,0.0,Bronze
ACC-00353,427,6,20135.42,3355.903333333333,5700.37,1755.8813628792427,4.166666666666667,1.5,0.0,5,0.0,20135.42,0.0,0.0,-0.9999503387394582,14,39,0.2,49.0,3,2,37,732,2,1,0,0,0,0,0.0,Silver
ACC-00354,54,11,38828.91,3529.9009090909094,5650.86,1666.5331188995588,4.090909090909091,1.5454545454545454,0.0,5,0.0,12936.08,25892.83,25892.83,1.0015204358325065,11,39,0.26,69.8,3,64,18,673,2,0,1,0,0,0,14522.14,Silver
ACC-00355,900,6,27097.7,4516.283333333334,10385.56,3339.1639021687247,2.5,1.3333333333333333,0.0,4,27097.7,0.0,0.0,-0.999963097860783,0.0,13,42,0.45,42.7,0,116,37,1262,1,1,1,0,0,0,0.0,Bronze
ACC-00356,230,6,16805.22,2800.8700000000003,6041.83,1613.7026330647168,5.0,1.1666666666666667,0.0,5,4042.13,2066.98,10696.11,1.6457497038185762,4.172733778856663,10,39,0.48,41.1,0,22,22,1002,1,1,0,0,0,1,0.0,Bronze
ACC-00357,882,5,20119.28,4023.8559999999998,8160.33,3052.147184652142,4.0,1.0,0.0,4,20119.28,0.0,0.0,-0.999950298902401,0.0,1,18,0.11,13.5,2,72,46,1279,1,1,1,1,0,0,0.0,Bronze
ACC-00358,31,3,31208.49,10402.83,16365.6,6717.001262371477,3.3333333333333335,1.0,0.0,2,0.0,0.0,31208.49,31208.49,31208.49,5,25,0.53,48.4,1,67,18,113,2,1,1,0,0,0,14038.87,Silver
ACC-00359,155,5,23482.22,4696.444,8936.89,3313.118512659938,6.0,1.4,0.0,4,0.0,12459.99,11022.23,11022.23,-0.11538088065233984,6,21,0.57,54.9,3,100,32,717,3,1,0,0,1,0,3940.24,Gold
ACC-00360,264,6,11126.06,1854.3433333333332,3469.21,1291.3194318783665,11.666666666666666,1.0,0.0,3,3823.7200000000003,7089.9,212.44,-0.9441946077098454,-0.9698994485890368,8,27,0.4,51.9,1,44,30,857,1,1,0,1,0,0,0.0,Bronze
ACC-00361,318,11,51066.93,4642.448181818182,13777.5,3582.302361138206,1.8181818181818181,1.3636363636363635,0.0,6,19828.69,30593.54,644.7,-0.9674377158694866,-0.9788949270033149,7,26,0.55,64.2,3,13,29,1228,2,1,0,0,1,0,0.0,Silver
ACC-00362,496,2,10366.849999999999,5183.424999999999,9207.56,5690.986293820254,5.0,1.5,0.0,2,0.0,10366.849999999999,0.0,0.0,-0.9999035479872876,0,19,0.12,16.9,1,34,28,583,1,1,0,0,0,0,0.0,Bronze
ACC-00363,420,6,44491.73,7415.288333333334,29717.68,11111.146358574199,3.3333333333333335,1.1666666666666667,0.0,4,31600.84,12890.89,0.0,-0.9999683562729259,-0.999922431854445,6,29,0.59,59.2,0,65,46,1051,2,1,1,0,1,0,0.0,Silver
ACC-00364,6,8,39340.87,4917.60875,11104.04,3039.1955452738644,2.5,1.5,0.0,4,0.0,3335.36,36005.51,36005.51,9.792153724418228,10,23,0.74,74.2,1,109,27,534,2,0,1,0,0,1,82946.40000000001,Silver
ACC-00365,1007,1,3575.24,3575.24,3575.24,0.0,15.0,2.0,0.0,1,3575.24,0.0,0.0,-0.9997203767084983,0.0,4,12,0.15,25.9,0,12,24,1078,1,1,0,0,0,1,0.0,Bronze
ACC-00366,5,7,58322.68,8331.81142857143,17564.1,5922.028604015768,0.0,1.7142857142857142,0.0,4,0.0,0.0,58322.68,58322.68,58322.68,11,28,0.69,85.2,2,67,30,300,3,1,1,1,0,0,33334.590000000004,Gold
