account_external_id,Name,customer_since,region,age,preferred_channel,campaign_opt_in,loyalty_tier
ACC-00350,Customer 00350,4/16/2021,SK,18,Store,FALSE,Bronze
ACC-00351,Customer 00351,7/20/2023,SK,35,Web,FALSE,Bronze
ACC-00352,Customer 00352,1/15/2022,CZ,37,Web,TRUE,Bronze
ACC-00353,Customer 00353,12/30/2022,CZ,37,Email,FALSE,Silver
ACC-00354,Customer 00354,2/27/2023,SK,18,Email,TRUE,Silver
ACC-00355,Customer 00355,7/18/2021,CZ,37,Email,TRUE,Bronze
ACC-00356,Customer 00356,4/4/2022,CZ,22,Web,FALSE,Bronze
ACC-00357,Customer 00357,7/1/2021,CZ,46,Mobile App,TRUE,Bronze
ACC-00358,Customer 00358,9/9/2024,CZ,18,Email,TRUE,Silver
ACC-00359,Customer 00359,1/14/2023,CZ,32,Store,FALSE,Gold
ACC-00360,Customer 00360,8/27/2022,CZ,30,Mobile App,FALSE,Bronze
ACC-00361,Customer 00361,8/21/2021,CZ,29,Store,FALSE,Silver
ACC-00362,Customer 00362,5/28/2023,CZ,28,Email,FALSE,Bronze
ACC-00363,Customer 00363,2/14/2022,CZ,46,Store,TRUE,Silver
ACC-00364,Customer 00364,7/16/2023,SK,27,Web,TRUE,Silver
ACC-00365,Customer 00365,1/18/2022,CZ,24,Web,FALSE,Bronze
ACC-00366,Customer 00366,3/6/2024,CZ,30,Mobile App,TRUE,Gold
ACC-00367,Customer 00367,11/5/2021,CZ,30,Web,FALSE,Silver
ACC-00368,Customer 00368,4/28/2021,CZ,38,Mobile App,TRUE,Gold
ACC-00369,Customer 00369,12/4/2021,CZ,35,Store,FALSE,Bronze
ACC-00370,Customer 00370,11/21/2022,CZ,23,Web,FALSE,Gold
ACC-00371,Customer 00371,6/27/2021,CZ,46,Store,TRUE,Gold
ACC-00372,Customer 00372,3/25/2023,CZ,46,Mobile App,FALSE,Silver
ACC-00373,Customer 00373,2/13/2021,CZ,39,Web,TRUE,Silver
ACC-00374,Customer 00374,9/5/2022,SK,32,Mobile App,FALSE,Bronze
ACC-00375,Customer 00375,4/27/2021,CZ,45,Email,FALSE,Gold
ACC-00376,Customer 00376,3/27/2023,CZ,34,Mobile App,FALSE,Silver
ACC-00377,Customer 00377,2/8/2023,SK,38,Email,FALSE,Bronze
ACC-00378,Customer 00378,5/28/2022,CZ,43,Store,FALSE,Bronze
ACC-00379,Customer 00379,3/11/2021,CZ,27,Mobile App,TRUE,Silver
ACC-00380,Customer 00380,1/6/2024,CZ,20,Email,TRUE,Bronze
ACC-00381,Customer 00381,4/25/2022,CZ,39,Store,FALSE,Bronze
ACC-00382,Customer 00382,11/19/2021,CZ,38,Web,TRUE,Gold
ACC-00383,Customer 00383,10/19/2022,CZ,38,Store,TRUE,Gold
ACC-00384,Customer 00384,12/19/2023,CZ,42,Email,TRUE,Bronze
ACC-00385,Customer 00385,1/27/2021,CZ,35,Mobile App,TRUE,Silver
ACC-00386,Customer 00386,5/5/2023,CZ,20,Web,FALSE,Gold
ACC-00387,Customer 00387,5/20/2023,SK,53,Email,FALSE,Silver
ACC-00388,Customer 00388,5/15/2021,CZ,36,Store,FALSE,Bronze
ACC-00389,Customer 00389,1/9/2023,CZ,53,Store,FALSE,Bronze
ACC-00390,Customer 00390,8/8/2021,CZ,46,Store,TRUE,Bronze
ACC-00391,Customer 00391,6/8/2021,CZ,44,Store,FALSE,Bronze
ACC-00392,Customer 00392,5/30/2022,CZ,35,Web,FALSE,Bronze
ACC-00393,Customer 00393,8/23/2022,CZ,33,Web,TRUE,Silver
ACC-00394,Customer 00394,7/20/2021,CZ,32,Web,FALSE,Silver
ACC-00395,Customer 00395,5/21/2024,CZ,49,Mobile App,TRUE,Silver
ACC-00396,Customer 00396,12/9/2024,CZ,27,Email,TRUE,Bronze
ACC-00397,Customer 00397,8/21/2021,CZ,33,Email,TRUE,Bronze
ACC-00398,Customer 00398,5/15/2024,CZ,23,Mobile App,FALSE,Silver
ACC-00399,Customer 00399,6/13/2022,CZ,18,Email,FALSE,Gold
ACC-00400,Customer 00400,7/16/2024,CZ,38,Store,FALSE,Silver
ACC-00401,Customer 00401,6/4/2023,CZ,36,Web,TRUE,Silver
ACC-00402,Customer 00402,2/21/2023,SK,32,Mobile App,TRUE,Silver
ACC-00403,Customer 00403,8/30/2021,CZ,36,Web,FALSE,Bronze
ACC-00404,Customer 00404,3/11/2021,CZ,36,Email,FALSE,Silver
ACC-00405,Customer 00405,3/13/2021,SK,31,Web,FALSE,Bronze
ACC-00406,Customer 00406,7/9/2021,CZ,36,Email,TRUE,Bronze
ACC-00407,Customer 00407,8/7/2021,CZ,34,Web,TRUE,Bronze
ACC-00408,Customer 00408,7/10/2021,SK,30,Store,FALSE,Silver
ACC-00409,Customer 00409,5/31/2021,SK,46,Email,TRUE,Silver
ACC-00410,Customer 00410,10/14/2021,SK,38,Web,TRUE,Gold
ACC-00411,Customer 00411,3/2/2022,CZ,45,Email,TRUE,Gold
ACC-00412,Customer 00412,5/29/2021,CZ,36,Store,TRUE,Bronze
ACC-00413,Customer 00413,5/24/2023,CZ,40,Email,TRUE,Bronze
ACC-00414,Customer 00414,10/4/2023,CZ,20,Store,FALSE,Gold
ACC-00415,Customer 00415,6/23/2021,SK,21,Web,TRUE,Silver
ACC-00416,Customer 00416,5/3/2021,CZ,25,Web,TRUE,Bronze
ACC-00417,Customer 00417,6/4/2024,SK,42,Email,TRUE,Bronze
ACC-00418,Customer 00418,6/6/2023,CZ,37,Web,TRUE,Silver
ACC-00419,Customer 00419,7/23/2022,SK,24,Email,TRUE,Silver
ACC-00420,Customer 00420,2/25/2023,SK,44,Email,TRUE,Gold
ACC-00421,Customer 00421,8/23/2023,CZ,32,Email,FALSE,Silver
ACC-00422,Customer 00422,3/14/2021,CZ,51,Web,FALSE,Bronze
ACC-00423,Customer 00423,7/26/2023,CZ,54,Web,FALSE,Silver
ACC-00424,Customer 00424,3/1/2023,CZ,38,Mobile App,FALSE,Bronze
ACC-00425,Customer 00425,6/21/2024,SK,60,Web,FALSE,Gold
ACC-00426,Customer 00426,2/24/2023,CZ,38,Store,FALSE,Silver
ACC-00427,Customer 00427,7/21/2024,CZ,41,Store,TRUE,Bronze
ACC-00428,Customer 00428,1/10/2021,CZ,37,Mobile App,FALSE,Silver
ACC-00429,Customer 00429,6/6/2021,CZ,19,Mobile App,TRUE,Bronze
ACC-00430,Customer 00430,5/3/2022,CZ,38,Email,TRUE,Bronze
ACC-00431,Customer 00431,4/7/2024,CZ,31,Mobile App,TRUE,Bronze
ACC-00432,Customer 00432,1/14/2022,CZ,37,Web,FALSE,Silver
ACC-00433,Customer 00433,8/17/2023,CZ,29,Store,TRUE,Bronze
ACC-00434,Customer 00434,10/5/2022,CZ,33,Store,TRUE,Bronze
ACC-00435,Customer 00435,2/18/2023,CZ,38,Mobile App,FALSE,Silver
ACC-00436,Customer 00436,9/28/2022,CZ,64,Web,FALSE,Bronze
ACC-00437,Customer 00437,11/27/2022,SK,33,Email,TRUE,Bronze
ACC-00438,Customer 00438,9/19/2021,CZ,34,Web,TRUE,Silver
ACC-00439,Customer 00439,2/20/2021,CZ,21,Web,TRUE,Bronze
ACC-00440,Customer 00440,3/11/2022,CZ,39,Mobile App,FALSE,Silver
ACC-00441,Customer 00441,7/28/2021,CZ,23,Mobile App,TRUE,Silver
ACC-00442,Customer 00442,4/10/2022,SK,18,Store,FALSE,Bronze
ACC-00443,Customer 00443,10/15/2022,CZ,36,Email,FALSE,Bronze
ACC-00444,Customer 00444,4/24/2021,CZ,32,Store,FALSE,Bronze
ACC-00445,Customer 00445,8/21/2022,CZ,55,Web,FALSE,Silver
ACC-00446,Customer 00446,4/25/2021,SK,48,Web,FALSE,Bronze
ACC-00447,Customer 00447,10/29/2021,CZ,55,Web,FALSE,Bronze
ACC-00448,Customer 00448,1/28/2021,SK,46,Email,FALSE,Bronze
ACC-00449,Customer 00449,7/13/2024,SK,50,Store,TRUE,Bronze
ACC-00450,Customer 00450,4/28/2022,CZ,45,Mobile App,FALSE,Bronze
ACC-00451,Customer 00451,9/12/2021,CZ,35,Mobile App,TRUE,Silver
ACC-00452,Customer 00452,7/20/2022,CZ,36,Email,TRUE,Silver
ACC-00453,Customer 00453,4/27/2023,CZ,39,Web,TRUE,Bronze
ACC-00454,Customer 00454,8/19/2022,SK,52,Store,TRUE,Gold
ACC-00455,Customer 00455,6/8/2023,CZ,35,Store,TRUE,Bronze
ACC-00456,Customer 00456,10/6/2024,CZ,32,Email,TRUE,Silver
ACC-00457,Customer 00457,1/2/2024,SK,39,Email,TRUE,Gold
ACC-00458,Customer 00458,10/14/2023,SK,46,Mobile App,TRUE,Gold
ACC-00459,Customer 00459,6/21/2024,CZ,30,Email,TRUE,Bronze
ACC-00460,Customer 00460,3/29/2021,CZ,29,Email,TRUE,Silver
ACC-00461,Customer 00461,6/10/2024,SK,47,Email,FALSE,Bronze
ACC-00462,Customer 00462,2/15/2023,SK,37,Mobile App,TRUE,Silver
ACC-00463,Customer 00463,10/8/2021,CZ,33,Web,TRUE,Gold
ACC-00464,Customer 00464,1/7/2021,SK,44,Store,TRUE,Bronze
ACC-00465,Customer 00465,8/18/2022,SK,36,Store,FALSE,Gold
ACC-00466,Customer 00466,6/19/2022,CZ,27,Web,FALSE,Bronze
ACC-00467,Customer 00467,3/30/2024,CZ,31,Web,FALSE,Bronze
ACC-00468,Customer 00468,7/19/2023,CZ,52,Store,FALSE,Silver
ACC-00469,Customer 00469,7/30/2023,SK,26,Store,FALSE,Bronze
ACC-00470,Customer 00470,11/12/2021,CZ,32,Store,FALSE,Silver
ACC-00471,Customer 00471,12/30/2024,SK,27,Web,TRUE,Gold
ACC-00472,Customer 00472,8/29/2021,CZ,31,Email,TRUE,Bronze
ACC-00473,Customer 00473,3/3/2024,CZ,49,Mobile App,TRUE,Silver
ACC-00474,Customer 00474,11/4/2022,CZ,37,Email,TRUE,Silver
ACC-00475,Customer 00475,2/10/2021,CZ,28,Web,TRUE,Silver
ACC-00476,Customer 00476,9/8/2021,CZ,18,Store,TRUE,Bronze
ACC-00477,Customer 00477,7/22/2022,SK,18,Email,TRUE,Silver
ACC-00478,Customer 00478,3/16/2024,CZ,29,Mobile App,TRUE,Gold
ACC-00479,Customer 00479,2/15/2024,CZ,18,Web,TRUE,Silver
ACC-00480,Customer 00480,11/2/2022,CZ,31,Store,FALSE,Bronze
ACC-00481,Customer 00481,8/18/2022,CZ,37,Mobile App,FALSE,Bronze
ACC-00482,Customer 00482,2/19/2021,CZ,22,Store,TRUE,Bronze
ACC-00483,Customer 00483,11/2/2024,CZ,36,Store,TRUE,Gold
ACC-00484,Customer 00484,7/21/2024,CZ,30,Store,FALSE,Silver
ACC-00485,Customer 00485,8/3/2024,CZ,43,Email,FALSE,Gold
ACC-00486,Customer 00486,7/9/2022,CZ,49,Email,TRUE,Gold
ACC-00487,Customer 00487,3/10/2023,CZ,35,Store,TRUE,Bronze
ACC-00488,Customer 00488,7/29/2023,CZ,39,Web,FALSE,Bronze
ACC-00489,Customer 00489,12/28/2022,CZ,66,Store,TRUE,Bronze
ACC-00490,Customer 00490,7/1/2021,CZ,51,Email,TRUE,Gold
ACC-00491,Customer 00491,5/10/2022,CZ,59,Store,FALSE,Silver
ACC-00492,Customer 00492,6/17/2023,CZ,40,Mobile App,TRUE,Bronze
ACC-00493,Customer 00493,10/6/2023,CZ,18,Email,TRUE,Bronze
ACC-00494,Customer 00494,11/11/2021,CZ,23,Mobile App,FALSE,Silver
ACC-00495,Customer 00495,6/1/2022,CZ,18,Email,FALSE,Bronze
ACC-00496,Customer 00496,2/23/2024,CZ,19,Store,FALSE,Bronze
ACC-00497,Customer 00497,2/17/2024,CZ,41,Store,TRUE,Gold
ACC-00498,Customer 00498,12/22/2024,CZ,28,Store,TRUE,Silver
ACC-00499,Customer 00499,10/17/2022,SK,47,Web,TRUE,Silver
ACC-00500,Customer 00500,9/15/2024,CZ,30,Web,FALSE,Silver
ACC-00501,Customer 00501,9/20/2022,CZ,44,Email,FALSE,Silver
ACC-00502,Customer 00502,1/15/2022,CZ,35,Store,FALSE,Gold
ACC-00503,Customer 00503,4/7/2022,CZ,34,Email,TRUE,Silver
ACC-00504,Customer 00504,7/10/2024,CZ,43,Email,TRUE,Gold
ACC-00505,Customer 00505,8/20/2024,CZ,18,Mobile App,FALSE,Silver
ACC-00506,Customer 00506,12/23/2023,SK,29,Mobile App,TRUE,Bronze
ACC-00507,Customer 00507,9/29/2021,CZ,24,Web,FALSE,Bronze
ACC-00508,Customer 00508,6/1/2024,SK,34,Web,TRUE,Gold
ACC-00509,Customer 00509,7/18/2024,SK,18,Web,TRUE,Bronze
ACC-00510,Customer 00510,7/6/2024,SK,35,Email,FALSE,Bronze
ACC-00511,Customer 00511,8/31/2024,CZ,43,Web,FALSE,Silver
ACC-00512,Customer 00512,2/12/2024,SK,44,Web,FALSE,Bronze
ACC-00513,Customer 00513,10/5/2024,CZ,31,Web,FALSE,Silver
ACC-00514,Customer 00514,4/23/2024,SK,18,Store,TRUE,Gold
ACC-00515,Customer 00515,3/26/2023,CZ,30,Mobile App,TRUE,Silver
ACC-00516,Customer 00516,2/9/2021,CZ,25,Store,FALSE,Bronze
ACC-00517,Customer 00517,10/20/2023,CZ,36,Web,TRUE,Bronze
ACC-00518,Customer 00518,10/30/2021,CZ,29,Email,TRUE,Bronze
ACC-00519,Customer 00519,3/6/2022,CZ,34,Email,TRUE,Silver
ACC-00520,Customer 00520,11/10/2023,SK,49,Mobile App,TRUE,Bronze
ACC-00521,Customer 00521,2/2/2022,CZ,33,Email,TRUE,Bronze
ACC-00522,Customer 00522,2/12/2023,CZ,18,Web,FALSE,Silver
ACC-00523,Customer 00523,6/24/2023,CZ,50,Web,FALSE,Silver
ACC-00524,Customer 00524,4/10/2023,CZ,41,Mobile App,TRUE,Gold
ACC-00525,Customer 00525,1/11/2021,SK,31,Web,TRUE,Bronze
ACC-00526,Customer 00526,1/18/2021,CZ,21,Store,FALSE,Silver
ACC-00527,Customer 00527,12/11/2021,CZ,44,Web,FALSE,Silver
ACC-00528,Customer 00528,1/9/2024,CZ,28,Store,FALSE,Bronze
ACC-00529,Customer 00529,8/5/2021,CZ,29,Web,TRUE,Silver
ACC-00530,Customer 00530,7/17/2023,CZ,20,Email,TRUE,Silver
ACC-00531,Customer 00531,4/13/2022,CZ,48,Email,FALSE,Bronze
ACC-00532,Customer 00532,7/1/2024,SK,19,Web,TRUE,Bronze
ACC-00533,Customer 00533,3/1/2022,CZ,36,Web,FALSE,Bronze
ACC-00534,Customer 00534,2/3/2023,CZ,39,Mobile App,FALSE,Silver
ACC-00535,Customer 00535,3/22/2023,SK,28,Mobile App,TRUE,Silver
ACC-00536,Customer 00536,12/14/2023,CZ,32,Mobile App,FALSE,Gold
ACC-00537,Customer 00537,8/15/2024,SK,19,Email,TRUE,Gold
ACC-00538,Customer 00538,4/9/2024,CZ,33,Store,FALSE,Gold
ACC-00539,Customer 00539,8/13/2024,CZ,32,Email,TRUE,Gold
ACC-00540,Customer 00540,11/30/2024,CZ,49,Store,TRUE,Silver
ACC-00541,Customer 00541,7/22/2021,CZ,49,Web,TRUE,Silver
ACC-00542,Customer 00542,3/16/2022,SK,51,Web,FALSE,Bronze
ACC-00543,Customer 00543,6/10/2024,SK,37,Store,FALSE,Bronze
ACC-00544,Customer 00544,5/14/2022,SK,41,Mobile App,FALSE,Silver
ACC-00545,Customer 00545,11/19/2024,CZ,20,Mobile App,FALSE,Bronze
ACC-00546,Customer 00546,9/29/2022,CZ,47,Mobile App,TRUE,Silver
ACC-00547,Customer 00547,5/25/2021,CZ,25,Web,TRUE,Silver
ACC-00548,Customer 00548,1/4/2024,CZ,18,Store,FALSE,Silver
ACC-00549,Customer 00549,10/28/2024,SK,37,Store,TRUE,Gold
ACC-00550,Customer 00550,5/18/2024,CZ,25,Mobile App,TRUE,Bronze
ACC-00551,Customer 00551,5/25/2021,CZ,43,Email,TRUE,Gold
ACC-00552,Customer 00552,9/13/2024,CZ,36,Mobile App,TRUE,Gold
ACC-00553,Customer 00553,1/10/2021,CZ,38,Web,TRUE,Bronze
ACC-00554,Customer 00554,10/22/2021,SK,58,Web,TRUE,Silver
ACC-00555,Customer 00555,3/27/2024,SK,43,Mobile App,FALSE,Bronze
ACC-00556,Customer 00556,7/4/2024,CZ,23,Email,FALSE,Bronze
ACC-00557,Customer 00557,9/18/2021,CZ,35,Web,TRUE,Silver
ACC-00558,Customer 00558,3/15/2021,CZ,34,Store,TRUE,Silver
ACC-00559,Customer 00559,1/26/2021,CZ,36,Store,FALSE,Bronze
ACC-00560,Customer 00560,2/8/2024,CZ,26,Web,TRUE,Bronze
ACC-00561,Customer 00561,11/13/2021,CZ,45,Store,TRUE,Gold
ACC-00562,Customer 00562,10/14/2024,CZ,26,Store,TRUE,Silver
ACC-00563,Customer 00563,12/3/2021,CZ,35,Web,TRUE,Silver
ACC-00564,Customer 00564,6/17/2022,CZ,23,Web,TRUE,Silver
ACC-00565,Customer 00565,1/26/2023,CZ,26,Mobile App,TRUE,Gold
ACC-00566,Customer 00566,7/26/2021,CZ,18,Web,FALSE,Silver
ACC-00567,Customer 00567,7/15/2023,CZ,49,Web,FALSE,Silver
ACC-00568,Customer 00568,12/28/2021,SK,18,Email,FALSE,Bronze
ACC-00569,Customer 00569,10/23/2021,CZ,23,Email,FALSE,Bronze
ACC-00570,Customer 00570,10/12/2024,CZ,28,Web,TRUE,Bronze
ACC-00571,Customer 00571,12/28/2021,CZ,34,Mobile App,FALSE,Bronze
ACC-00572,Customer 00572,3/17/2023,CZ,36,Email,TRUE,Bronze
ACC-00573,Customer 00573,2/9/2022,CZ,30,Store,FALSE,Bronze
ACC-00574,Customer 00574,11/5/2023,SK,47,Mobile App,TRUE,Gold
ACC-00575,Customer 00575,12/5/2022,SK,52,Email,FALSE,Silver
ACC-00576,Customer 00576,3/15/2024,CZ,39,Mobile App,TRUE,Silver
ACC-00577,Customer 00577,10/1/2024,CZ,52,Mobile App,TRUE,Gold
ACC-00578,Customer 00578,1/29/2021,CZ,29,Mobile App,FALSE,Bronze
ACC-00579,Customer 00579,7/24/2021,CZ,27,Store,FALSE,Silver
ACC-00580,Customer 00580,4/7/2023,CZ,30,Web,FALSE,Bronze
ACC-00581,Customer 00581,6/11/2021,CZ,33,Store,FALSE,Bronze
ACC-00582,Customer 00582,12/30/2021,CZ,47,Email,TRUE,Bronze
ACC-00583,Customer 00583,10/1/2023,SK,24,Email,FALSE,Silver
ACC-00584,Customer 00584,3/3/2023,CZ,18,Email,FALSE,Bronze
ACC-00585,Customer 00585,12/19/2023,CZ,32,Web,FALSE,Gold
ACC-00586,Customer 00586,3/10/2021,CZ,36,Email,TRUE,Bronze
ACC-00587,Customer 00587,12/30/2024,CZ,31,Mobile App,FALSE,Gold
ACC-00588,Customer 00588,5/23/2023,CZ,37,Email,TRUE,Gold
ACC-00589,Customer 00589,11/25/2022,CZ,35,Web,TRUE,Bronze
ACC-00590,Customer 00590,7/12/2024,CZ,43,Web,TRUE,Silver
ACC-00591,Customer 00591,12/27/2021,CZ,29,Web,TRUE,Bronze
ACC-00592,Customer 00592,4/3/2023,SK,18,Store,TRUE,Silver
ACC-00593,Customer 00593,11/8/2021,SK,50,Store,TRUE,Silver
ACC-00594,Customer 00594,5/28/2023,CZ,40,Store,TRUE,Silver
ACC-00595,Customer 00595,2/18/2021,CZ,38,Web,TRUE,Gold
ACC-00596,Customer 00596,12/14/2024,CZ,45,Store,FALSE,Bronze
ACC-00597,Customer 00597,12/14/2021,SK,42,Web,FALSE,Gold
ACC-00598,Customer 00598,12/15/2024,CZ,43,Web,TRUE,Silver
ACC-00599,Customer 00599,11/22/2023,CZ,27,Store,TRUE,Bronze
ACC-00600,Customer 00600,8/19/2021,CZ,47,Mobile App,FALSE,Bronze
ACC-00601,Customer 00601,9/23/2023,CZ,31,Email,FALSE,Bronze
ACC-00602,Customer 00602,11/13/2021,CZ,37,Web,TRUE,Bronze
ACC-00603,Customer 00603,10/1/2022,SK,18,Web,FALSE,Bronze
ACC-00604,Customer 00604,1/4/2022,CZ,35,Mobile App,TRUE,Bronze
ACC-00605,Customer 00605,6/9/2022,SK,30,Email,TRUE,Silver
ACC-00606,Customer 00606,6/4/2022,CZ,33,Email,FALSE,Silver
ACC-00607,Customer 00607,3/25/2021,CZ,18,Email,TRUE,Bronze
ACC-00608,Customer 00608,6/24/2024,CZ,38,Mobile App,TRUE,Silver
ACC-00609,Customer 00609,11/3/2023,CZ,19,Email,TRUE,Bronze
ACC-00610,Customer 00610,5/14/2022,CZ,25,Mobile App,TRUE,Bronze
ACC-00611,Customer 00611,6/10/2022,CZ,27,Store,TRUE,Silver
ACC-00612,Customer 00612,2/21/2021,SK,46,Web,TRUE,Silver
ACC-00613,Customer 00613,8/19/2022,SK,29,Mobile App,FALSE,Bronze
ACC-00614,Customer 00614,4/29/2022,CZ,34,Store,FALSE,Bronze
ACC-00615,Customer 00615,10/1/2024,CZ,47,Email,TRUE,Silver
ACC-00616,Customer 00616,7/14/2022,CZ,31,Email,TRUE,Gold
ACC-00617,Customer 00617,8/5/2022,SK,50,Store,FALSE,Bronze
ACC-00618,Customer 00618,3/4/2024,CZ,32,Email,TRUE,Bronze
ACC-00619,Customer 00619,8/21/2024,CZ,41,Web,TRUE,Bronze
ACC-00620,Customer 00620,10/27/2024,CZ,36,Store,TRUE,Bronze
ACC-00621,Customer 00621,9/13/2022,CZ,48,Email,TRUE,Gold
ACC-00622,Customer 00622,5/29/2021,CZ,56,Mobile App,TRUE,Silver
ACC-00623,Customer 00623,1/6/2024,CZ,38,Web,TRUE,Silver
ACC-00624,Customer 00624,1/27/2024,SK,36,Web,FALSE,Bronze
ACC-00625,Customer 00625,1/28/2022,CZ,44,Store,TRUE,Gold
ACC-00626,Customer 00626,10/2/2022,SK,35,Store,TRUE,Silver
ACC-00627,Customer 00627,6/7/2024,CZ,39,Mobile App,FALSE,Bronze
ACC-00628,Customer 00628,5/14/2022,CZ,48,Store,FALSE,Bronze
ACC-00629,Customer 00629,5/24/2022,CZ,37,Web,TRUE,Bronze
ACC-00630,Customer 00630,11/4/2024,SK,40,Store,FALSE,Bronze
ACC-00631,Customer 00631,3/31/2021,SK,46,Mobile App,FALSE,Bronze
ACC-00632,Customer 00632,8/15/2023,SK,18,Mobile App,TRUE,Bronze
ACC-00633,Customer 00633,6/19/2024,CZ,23,Web,TRUE,Silver
ACC-00634,Customer 00634,1/21/2023,CZ,33,Store,FALSE,Bronze
ACC-00635,Customer 00635,1/15/2023,CZ,19,Email,TRUE,Silver
ACC-00636,Customer 00636,11/6/2024,CZ,18,Mobile App,TRUE,Silver
ACC-00637,Customer 00637,1/7/2022,CZ,50,Email,FALSE,Bronze
ACC-00638,Customer 00638,7/4/2023,SK,44,Store,TRUE,Silver
ACC-00639,Customer 00639,9/22/2024,CZ,37,Mobile App,TRUE,Silver
ACC-00640,Customer 00640,10/31/2021,CZ,38,Email,TRUE,Silver
ACC-00641,Customer 00641,1/5/2024,SK,43,Email,FALSE,Bronze
ACC-00642,Customer 00642,12/22/2024,CZ,25,Email,FALSE,Gold
ACC-00643,Customer 00643,8/27/2023,SK,41,Email,FALSE,Bronze
ACC-00644,Customer 00644,12/10/2022,SK,40,Email,TRUE,Gold
ACC-00645,Customer 00645,2/11/2022,CZ,36,Email,TRUE,Silver
ACC-00646,Customer 00646,1/26/2022,CZ,31,Mobile App,TRUE,Silver
ACC-00647,Customer 00647,12/26/2021,CZ,43,Store,TRUE,Silver
ACC-00648,Customer 00648,9/27/2022,CZ,24,Store,FALSE,Bronze
ACC-00649,Customer 00649,8/2/2023,CZ,44,Mobile App,TRUE,Bronze
ACC-00650,Customer 00650,1/29/2021,CZ,35,Web,TRUE,Bronze
ACC-00651,Customer 00651,2/15/2024,SK,37,Email,TRUE,Bronze
ACC-00652,Customer 00652,7/23/2022,SK,33,Email,TRUE,Silver
ACC-00653,Customer 00653,11/17/2023,CZ,47,Web,FALSE,Silver
ACC-00654,Customer 00654,6/25/2024,SK,44,Email,TRUE,Gold
ACC-00655,Customer 00655,2/4/2022,SK,31,Web,FALSE,Silver
ACC-00656,Customer 00656,4/21/2023,CZ,47,Email,TRUE,Silver
ACC-00657,Customer 00657,10/6/2024,CZ,46,Mobile App,TRUE,Bronze
ACC-00658,Customer 00658,11/10/2024,CZ,22,Mobile App,FALSE,Bronze
ACC-00659,Customer 00659,4/18/2022,CZ,25,Web,TRUE,Bronze
ACC-00660,Customer 00660,4/13/2023,CZ,24,Web,TRUE,Silver
ACC-00661,Customer 00661,8/26/2021,SK,29,Email,TRUE,Bronze
ACC-00662,Customer 00662,4/2/2024,CZ,32,Email,TRUE,Silver
ACC-00663,Customer 00663,2/3/2022,SK,20,Store,FALSE,Bronze
ACC-00664,Customer 00664,9/13/2021,CZ,36,Mobile App,FALSE,Bronze
ACC-00665,Customer 00665,6/13/2022,CZ,36,Mobile App,TRUE,Silver
ACC-00666,Customer 00666,3/25/2022,CZ,37,Web,FALSE,Silver
ACC-00667,Customer 00667,1/23/2024,CZ,43,Email,TRUE,Silver
ACC-00668,Customer 00668,3/11/2022,CZ,33,Web,TRUE,Gold
ACC-00669,Customer 00669,11/28/2023,CZ,51,Store,FALSE,Bronze
ACC-00670,Customer 00670,11/14/2021,SK,31,Store,TRUE,Silver
ACC-00671,Customer 00671,5/7/2024,CZ,39,Mobile App,FALSE,Silver
ACC-00672,Customer 00672,5/4/2021,CZ,44,Store,TRUE,Silver
ACC-00673,Customer 00673,12/17/2021,CZ,21,Email,TRUE,Gold
ACC-00674,Customer 00674,9/16/2024,CZ,26,Store,TRUE,Silver
ACC-00675,Customer 00675,7/1/2024,CZ,25,Web,TRUE,Silver
ACC-00676,Customer 00676,9/7/2024,CZ,23,Email,TRUE,Bronze
ACC-00677,Customer 00677,7/6/2023,CZ,40,Email,FALSE,Bronze
ACC-00678,Customer 00678,8/2/2024,SK,41,Web,TRUE,Silver
ACC-00679,Customer 00679,10/3/2023,CZ,45,Web,TRUE,Silver
ACC-00680,Customer 00680,3/16/2022,CZ,35,Mobile App,TRUE,Gold
ACC-00681,Customer 00681,1/31/2023,CZ,36,Email,FALSE,Bronze
ACC-00682,Customer 00682,9/4/2022,CZ,28,Web,TRUE,Silver
ACC-00683,Customer 00683,10/26/2022,CZ,25,Email,TRUE,Silver
ACC-00684,Customer 00684,11/19/2023,SK,37,Email,TRUE,Bronze
ACC-00685,Customer 00685,10/20/2023,SK,33,Store,FALSE,Bronze
ACC-00686,Customer 00686,10/21/2023,CZ,48,Web,TRUE,Silver
ACC-00687,Customer 00687,9/27/2021,CZ,18,Web,TRUE,Bronze
ACC-00688,Customer 00688,5/30/2023,CZ,54,Email,FALSE,Bronze
ACC-00689,Customer 00689,6/28/2024,CZ,26,Email,FALSE,Bronze
ACC-00690,Customer 00690,9/28/2024,CZ,43,Web,TRUE,Gold
ACC-00691,Customer 00691,10/11/2024,CZ,46,Store,TRUE,Bronze
ACC-00692,Customer 00692,4/1/2021,CZ,43,Mobile App,TRUE,Silver
ACC-00693,Customer 00693,3/19/2024,SK,38,Web,TRUE,Bronze
ACC-00694,Customer 00694,4/16/2024,SK,39,Mobile App,TRUE,Bronze
ACC-00695,Customer 00695,7/1/2023,CZ,37,Store,FALSE,Silver
ACC-00696,Customer 00696,4/18/2023,CZ,37,Store,FALSE,Silver
ACC-00697,Customer 00697,8/3/2022,CZ,31,Email,FALSE,Silver
ACC-00698,Customer 00698,4/10/2022,SK,27,Email,TRUE,Bronze
ACC-00699,Customer 00699,3/19/2023,SK,53,Store,FALSE,Bronze
