order_external_id,account_external_id,order_date,product_external_id,quantity,unit_price,discount_used,discount_pct,order_value,product_category,sales_channel,order_status
ORD-002365,ACC-00280,2025-05-07,PROD-0006,2,15884.52,False,0,31769.04,Electronics,Web,Completed
ORD-002366,ACC-00280,2025-05-18,PROD-0022,1,5980.07,False,0,5980.07,Home,Web,Completed
ORD-002367,ACC-00280,2025-06-23,PROD-0072,3,389.04,False,0,1167.12,Kids,Web,Completed
ORD-002368,ACC-00280,2025-08-05,PROD-0020,3,4476.4,True,5,12757.74,Home,Web,Completed
ORD-002369,ACC-00280,2025-09-25,PROD-0044,2,4461.34,False,0,8922.68,Sports,Web,Completed
ORD-002370,ACC-00280,2025-10-12,PROD-0023,3,3656.71,False,0,10970.13,Home,Web,Completed
ORD-002371,ACC-00280,2025-10-19,PROD-0003,2,22272.82,True,15,37863.79,Electronics,Web,Completed
ORD-002372,ACC-00280,2025-11-18,PROD-0015,1,7050.12,False,0,7050.12,Home,Web,Completed
ORD-002373,ACC-00281,2022-04-01,PROD-0038,1,4723.21,False,0,4723.21,Sports,Web,Completed
ORD-002374,ACC-00281,2022-09-21,PROD-0054,1,1823.26,False,0,1823.26,Beauty,Web,Completed
ORD-002375,ACC-00281,2022-11-30,PROD-0023,1,4122.59,False,0,4122.59,Home,Web,Completed
ORD-002376,ACC-00282,2024-07-07,PROD-0003,1,23002.82,True,5,21852.68,Electronics,Web,Completed
ORD-002377,ACC-00282,2024-07-14,PROD-0023,2,4588.57,False,0,9177.14,Home,Web,Completed
ORD-002378,ACC-00282,2024-09-01,PROD-0007,4,9465.81,True,15,32183.75,Electronics,Web,Completed
ORD-002379,ACC-00282,2024-09-22,PROD-0032,4,380.41,False,0,1521.64,Fashion,Web,Completed
ORD-002380,ACC-00282,2024-09-30,PROD-0007,1,8636.9,False,0,8636.9,Electronics,Web,Completed
ORD-002381,ACC-00282,2024-10-07,PROD-0020,1,5341.12,True,15,4539.95,Home,Web,Completed
ORD-002382,ACC-00282,2024-12-20,PROD-0029,1,735.24,False,0,735.24,Fashion,Web,Completed
ORD-002383,ACC-00282,2025-04-19,PROD-0010,1,20984.06,False,0,20984.06,Electronics,Web,Completed
ORD-002384,ACC-00282,2025-05-19,PROD-0018,1,3707.94,False,0,3707.94,Home,Web,Completed
ORD-002385,ACC-00282,2025-06-01,PROD-0041,1,1909.68,False,0,1909.68,Sports,Web,Completed
ORD-002386,ACC-00282,2025-07-30,PROD-0029,1,547.39,False,0,547.39,Fashion,Web,Completed
ORD-002387,ACC-00282,2025-08-22,PROD-0001,1,3369.54,False,0,3369.54,Electronics,Web,Completed
ORD-002388,ACC-00282,2025-10-14,PROD-0022,1,6663.78,False,0,6663.78,Home,Web,Completed
ORD-002389,ACC-00282,2025-11-16,PROD-0035,4,3777.31,True,5,14353.78,Fashion,Web,Completed
ORD-002390,ACC-00282,2025-11-23,PROD-0024,1,3785.58,False,0,3785.58,Home,Web,Completed
ORD-002391,ACC-00282,2025-11-30,PROD-0034,1,3765.99,False,0,3765.99,Fashion,Web,Completed
ORD-002392,ACC-00283,2023-11-22,PROD-0066,2,968.44,True,10,1743.19,Kids,Store,Completed
ORD-002393,ACC-00283,2024-01-29,PROD-0034,1,3861.66,False,0,3861.66,Fashion,Store,Completed
ORD-002394,ACC-00283,2024-02-05,PROD-0048,1,2201.13,False,0,2201.13,Sports,Store,Completed
ORD-002395,ACC-00283,2024-12-17,PROD-0025,1,819.17,True,10,737.25,Fashion,Store,Completed
ORD-002396,ACC-00283,2025-04-26,PROD-0027,2,2041.62,True,15,3470.75,Fashion,Store,Completed
ORD-002397,ACC-00283,2025-09-14,PROD-0070,1,2817.75,False,0,2817.75,Kids,Store,Completed
ORD-002398,ACC-00284,2022-12-18,PROD-0053,2,1914.67,False,0,3829.34,Beauty,Email,Completed
ORD-002399,ACC-00284,2023-02-08,PROD-0046,2,5833.55,True,5,11083.74,Sports,Email,Completed
ORD-002400,ACC-00284,2023-03-12,PROD-0031,1,3543.02,True,20,2834.42,Fashion,Email,Completed
ORD-002401,ACC-00284,2023-09-02,PROD-0052,1,1873.93,True,5,1780.23,Beauty,Email,Completed
ORD-002402,ACC-00284,2023-09-09,PROD-0055,1,146.12,False,0,146.12,Beauty,Email,Completed
ORD-002403,ACC-00284,2023-11-21,PROD-0067,1,3865.74,False,0,3865.74,Kids,Email,Completed
ORD-002404,ACC-00284,2023-12-13,PROD-0011,1,13884.67,True,15,11801.97,Electronics,Email,Completed
ORD-002405,ACC-00284,2024-08-17,PROD-0067,1,4077.58,False,0,4077.58,Kids,Email,Completed
ORD-002406,ACC-00284,2025-02-11,PROD-0010,1,15307.26,False,0,15307.26,Electronics,Email,Completed
ORD-002407,ACC-00284,2025-02-18,PROD-0016,2,1642.58,False,0,3285.16,Home,Email,Completed
ORD-002408,ACC-00284,2025-03-04,PROD-0020,1,4681.32,False,0,4681.32,Home,Email,Completed
ORD-002409,ACC-00284,2025-03-14,PROD-0005,1,6288.81,True,5,5974.37,Electronics,Email,Completed
ORD-002410,ACC-00284,2025-05-01,PROD-0048,1,1991.24,False,0,1991.24,Sports,Email,Completed
ORD-002411,ACC-00285,2022-03-14,PROD-0025,1,713.33,False,0,713.33,Fashion,Web,Completed
ORD-002412,ACC-00285,2022-03-21,PROD-0054,1,2337.88,True,10,2104.09,Beauty,Web,Completed
ORD-002413,ACC-00285,2022-05-25,PROD-0017,3,3049.58,True,5,8691.3,Home,Web,Completed
ORD-002414,ACC-00285,2022-08-12,PROD-0029,1,447.54,False,0,447.54,Fashion,Web,Completed
ORD-002415,ACC-00285,2022-11-04,PROD-0031,1,2959.34,False,0,2959.34,Fashion,Web,Completed
ORD-002416,ACC-00285,2022-11-15,PROD-0027,1,2640.62,True,15,2244.53,Fashion,Web,Completed
ORD-002417,ACC-00285,2022-11-22,PROD-0046,1,6264.47,False,0,6264.47,Sports,Web,Completed
ORD-002418,ACC-00285,2023-04-01,PROD-0001,1,2837.9,False,0,2837.9,Electronics,Web,Completed
ORD-002419,ACC-00285,2023-08-10,PROD-0029,1,529.33,True,5,502.86,Fashion,Web,Completed
ORD-002420,ACC-00285,2023-08-17,PROD-0063,2,3568.78,False,0,7137.56,Kids,Web,Completed
ORD-002421,ACC-00285,2023-08-24,PROD-0070,1,3261.89,False,0,3261.89,Kids,Web,Completed
ORD-002422,ACC-00286,2022-01-20,PROD-0039,1,1321.88,False,0,1321.88,Sports,Web,Completed
ORD-002423,ACC-00286,2022-03-06,PROD-0041,1,1708.34,False,0,1708.34,Sports,Web,Completed
ORD-002424,ACC-00286,2022-07-01,PROD-0045,1,5938.27,False,0,5938.27,Sports,Web,Completed
ORD-002425,ACC-00286,2022-08-15,PROD-0011,1,11259.18,False,0,11259.18,Electronics,Web,Completed
ORD-002426,ACC-00286,2022-10-23,PROD-0032,2,353.0,False,0,706.0,Fashion,Web,Completed
ORD-002427,ACC-00286,2023-03-30,PROD-0006,1,13683.28,True,15,11630.79,Electronics,Web,Completed
ORD-002428,ACC-00286,2023-04-27,PROD-0033,1,1853.67,False,0,1853.67,Fashion,Web,Completed
ORD-002429,ACC-00286,2023-06-19,PROD-0050,2,533.8,False,0,1067.6,Beauty,Web,Completed
ORD-002430,ACC-00286,2023-07-10,PROD-0045,2,6890.65,True,5,13092.23,Sports,Web,Completed
ORD-002431,ACC-00286,2023-08-28,PROD-0045,4,6546.68,True,5,24877.38,Sports,Web,Completed
ORD-002432,ACC-00286,2023-10-30,PROD-0044,2,3808.31,False,0,7616.62,Sports,Web,Completed
ORD-002433,ACC-00287,2024-01-11,PROD-0031,1,2915.1,False,0,2915.1,Fashion,Email,Completed
ORD-002434,ACC-00287,2024-03-14,PROD-0064,1,2442.98,True,5,2320.83,Kids,Email,Completed
ORD-002435,ACC-00287,2025-04-21,PROD-0024,2,3900.65,True,10,7021.17,Home,Email,Completed
ORD-002436,ACC-00287,2025-08-24,PROD-0016,1,1828.31,False,0,1828.31,Home,Email,Completed
ORD-002437,ACC-00287,2025-10-07,PROD-0041,1,1497.98,True,5,1423.08,Sports,Email,Completed
ORD-002438,ACC-00287,2025-12-27,PROD-0034,2,3923.51,True,10,7062.32,Fashion,Email,Completed
ORD-002439,ACC-00288,2022-03-02,PROD-0049,1,2226.74,False,0,2226.74,Beauty,Email,Completed
ORD-002440,ACC-00288,2022-06-01,PROD-0059,1,492.34,True,5,467.72,Beauty,Email,Completed
ORD-002441,ACC-00288,2023-03-14,PROD-0031,4,3085.42,True,10,11107.51,Fashion,Email,Completed
ORD-002442,ACC-00288,2023-05-30,PROD-0044,3,3677.57,False,0,11032.71,Sports,Email,Completed
ORD-002443,ACC-00288,2023-06-16,PROD-0060,2,1557.65,False,0,3115.3,Beauty,Email,Completed
ORD-002444,ACC-00288,2023-09-15,PROD-0040,2,2743.25,False,0,5486.5,Sports,Email,Completed
ORD-002445,ACC-00288,2024-05-12,PROD-0029,1,493.22,True,15,419.24,Fashion,Email,Completed
ORD-002446,ACC-00288,2024-08-13,PROD-0022,1,6162.84,False,0,6162.84,Home,Email,Completed
ORD-002447,ACC-00288,2024-10-08,PROD-0049,1,2246.59,True,10,2021.93,Beauty,Email,Completed
ORD-002448,ACC-00289,2024-06-26,PROD-0031,1,2929.64,True,5,2783.16,Fashion,Mobile App,Completed
ORD-002449,ACC-00290,2022-04-14,PROD-0032,1,400.18,False,0,400.18,Fashion,Store,Completed
ORD-002450,ACC-00290,2022-11-05,PROD-0021,1,4864.33,True,10,4377.9,Home,Store,Completed
ORD-002451,ACC-00290,2022-12-08,PROD-0026,1,1474.07,False,0,1474.07,Fashion,Store,Completed
ORD-002452,ACC-00290,2022-12-16,PROD-0033,3,1948.72,False,0,5846.16,Fashion,Store,Returned
ORD-002453,ACC-00290,2023-10-11,PROD-0066,1,1030.53,False,0,1030.53,Kids,Store,Completed
ORD-002454,ACC-00290,2023-11-23,PROD-0014,1,4101.62,False,0,4101.62,Home,Store,Completed
ORD-002455,ACC-00290,2024-03-22,PROD-0016,2,1685.4,False,0,3370.8,Home,Store,Completed
ORD-002456,ACC-00290,2024-12-12,PROD-0007,2,9341.45,True,15,15880.46,Electronics,Store,Completed
ORD-002457,ACC-00291,2022-01-27,PROD-0022,3,5293.38,True,5,15086.13,Home,Mobile App,Completed
ORD-002458,ACC-00291,2022-02-04,PROD-0069,1,3773.7,False,0,3773.7,Kids,Mobile App,Completed
ORD-002459,ACC-00291,2022-03-01,PROD-0041,3,1976.18,False,0,5928.54,Sports,Mobile App,Completed
ORD-002460,ACC-00291,2022-03-15,PROD-0057,2,1751.59,False,0,3503.18,Beauty,Mobile App,Completed
ORD-002461,ACC-00291,2022-03-25,PROD-0006,1,16005.39,True,5,15205.12,Electronics,Mobile App,Completed
ORD-002462,ACC-00291,2022-06-30,PROD-0032,1,383.85,False,0,383.85,Fashion,Mobile App,Completed
ORD-002463,ACC-00291,2022-07-09,PROD-0009,2,6636.97,True,15,11282.85,Electronics,Mobile App,Completed
ORD-002464,ACC-00291,2022-08-15,PROD-0070,1,3915.64,False,0,3915.64,Kids,Mobile App,Completed
ORD-002465,ACC-00291,2022-10-28,PROD-0052,1,2478.22,False,0,2478.22,Beauty,Mobile App,Completed
ORD-002466,ACC-00291,2022-12-03,PROD-0016,1,2738.78,False,0,2738.78,Home,Mobile App,Completed
ORD-002467,ACC-00291,2022-12-10,PROD-0064,2,2659.9,True,10,4787.82,Kids,Mobile App,Completed
ORD-002468,ACC-00291,2023-03-06,PROD-0016,2,2178.94,True,5,4139.99,Home,Mobile App,Completed
ORD-002469,ACC-00291,2023-04-02,PROD-0026,3,1914.73,False,0,5744.19,Fashion,Mobile App,Completed
ORD-002470,ACC-00291,2023-05-14,PROD-0015,1,5678.24,True,10,5110.42,Home,Mobile App,Completed
ORD-002471,ACC-00291,2023-07-07,PROD-0024,1,3959.55,False,0,3959.55,Home,Mobile App,Completed
ORD-002472,ACC-00291,2023-07-14,PROD-0041,2,1691.25,False,0,3382.5,Sports,Mobile App,Completed
ORD-002473,ACC-00291,2023-10-13,PROD-0006,4,15020.69,True,10,54074.48,Electronics,Mobile App,Completed
ORD-002474,ACC-00292,2022-04-10,PROD-0010,1,16106.42,False,0,16106.42,Electronics,Email,Completed
ORD-002475,ACC-00292,2022-06-22,PROD-0022,1,5470.94,True,5,5197.39,Home,Email,Completed
ORD-002476,ACC-00292,2022-10-05,PROD-0018,3,3744.91,False,0,11234.73,Home,Email,Completed
ORD-002477,ACC-00292,2022-10-20,PROD-0043,1,6812.82,False,0,6812.82,Sports,Email,Completed
ORD-002478,ACC-00292,2023-01-09,PROD-0009,2,5196.58,False,0,10393.16,Electronics,Email,Completed
ORD-002479,ACC-00292,2023-03-09,PROD-0027,2,2435.81,False,0,4871.62,Fashion,Email,Completed
ORD-002480,ACC-00292,2023-04-21,PROD-0016,3,2130.14,False,0,6390.42,Home,Email,Completed
ORD-002481,ACC-00292,2023-06-09,PROD-0037,1,3140.2,False,0,3140.2,Sports,Email,Completed
ORD-002482,ACC-00292,2023-09-30,PROD-0020,1,6330.03,False,0,6330.03,Home,Email,Completed
ORD-002483,ACC-00292,2023-12-15,PROD-0066,2,1416.3,True,15,2407.71,Kids,Email,Completed
ORD-002484,ACC-00292,2023-12-22,PROD-0050,1,564.03,False,0,564.03,Beauty,Email,Completed
ORD-002485,ACC-00292,2023-12-29,PROD-0018,3,3112.77,False,0,9338.31,Home,Email,Completed
ORD-002486,ACC-00292,2024-02-03,PROD-0011,2,11337.94,True,15,19274.5,Electronics,Email,Completed
ORD-002487,ACC-00292,2024-03-28,PROD-0008,1,7330.83,True,10,6597.75,Electronics,Email,Completed
ORD-002488,ACC-00292,2024-04-28,PROD-0062,2,1021.91,True,5,1941.63,Kids,Email,Completed
ORD-002489,ACC-00292,2024-06-06,PROD-0003,1,22179.03,False,0,22179.03,Electronics,Email,Completed
ORD-002490,ACC-00292,2024-07-08,PROD-0018,3,3761.9,False,0,11285.7,Home,Email,Completed
ORD-002491,ACC-00292,2024-08-10,PROD-0022,1,5307.47,True,5,5042.1,Home,Email,Completed
ORD-002492,ACC-00292,2024-11-02,PROD-0061,2,1396.58,False,0,2793.16,Kids,Email,Completed
ORD-002493,ACC-00292,2024-11-09,PROD-0018,1,3864.3,False,0,3864.3,Home,Email,Completed
ORD-002494,ACC-00292,2025-04-29,PROD-0041,2,1901.69,False,0,3803.38,Sports,Email,Completed
ORD-002495,ACC-00293,2022-11-19,PROD-0069,1,3670.42,True,5,3486.9,Kids,Web,Completed
ORD-002496,ACC-00293,2023-03-03,PROD-0046,1,5485.09,False,0,5485.09,Sports,Web,Returned
ORD-002497,ACC-00293,2023-08-02,PROD-0049,1,1852.15,False,0,1852.15,Beauty,Web,Completed
ORD-002498,ACC-00293,2023-08-25,PROD-0014,1,3369.88,True,5,3201.39,Home,Web,Completed
ORD-002499,ACC-00294,2024-07-14,PROD-0013,1,7855.76,True,10,7070.18,Home,Web,Completed
ORD-002500,ACC-00294,2024-08-25,PROD-0016,1,1979.92,True,10,1781.93,Home,Web,Completed
ORD-002501,ACC-00294,2024-12-12,PROD-0034,1,3928.82,False,0,3928.82,Fashion,Web,Completed
ORD-002502,ACC-00294,2025-05-02,PROD-0020,1,4078.12,False,0,4078.12,Home,Web,Completed
ORD-002503,ACC-00294,2025-06-11,PROD-0046,1,6274.32,False,0,6274.32,Sports,Web,Completed
ORD-002504,ACC-00294,2025-08-03,PROD-0022,1,4946.09,False,0,4946.09,Home,Web,Returned
ORD-002505,ACC-00295,2024-02-27,PROD-0040,1,2777.24,True,5,2638.38,Sports,Email,Completed
ORD-002506,ACC-00295,2024-04-05,PROD-0017,1,3060.79,False,0,3060.79,Home,Email,Completed
ORD-002507,ACC-00295,2024-06-29,PROD-0017,1,3611.21,False,0,3611.21,Home,Email,Completed
ORD-002508,ACC-00295,2024-11-23,PROD-0007,1,8747.91,True,5,8310.51,Electronics,Email,Completed
ORD-002509,ACC-00295,2024-12-07,PROD-0062,1,915.28,True,10,823.75,Kids,Email,Completed
ORD-002510,ACC-00295,2024-12-14,PROD-0008,1,7856.58,False,0,7856.58,Electronics,Email,Completed
ORD-002511,ACC-00296,2024-04-15,PROD-0034,1,3023.06,True,10,2720.75,Fashion,Web,Completed
ORD-002512,ACC-00296,2024-12-07,PROD-0034,1,3589.99,False,0,3589.99,Fashion,Web,Completed
ORD-002513,ACC-00296,2025-08-28,PROD-0039,1,1093.78,False,0,1093.78,Sports,Web,Completed
ORD-002514,ACC-00297,2022-04-19,PROD-0065,1,4894.3,True,10,4404.87,Kids,Web,Completed
ORD-002515,ACC-00297,2022-08-18,PROD-0013,1,6573.65,False,0,6573.65,Home,Web,Completed
ORD-002516,ACC-00297,2022-11-08,PROD-0066,3,980.23,False,0,2940.69,Kids,Web,Completed
ORD-002517,ACC-00297,2023-02-12,PROD-0004,1,10173.84,False,0,10173.84,Electronics,Web,Completed
ORD-002518,ACC-00297,2023-06-16,PROD-0051,1,341.39,False,0,341.39,Beauty,Web,Completed
ORD-002519,ACC-00297,2023-08-24,PROD-0019,1,6292.88,True,5,5978.24,Home,Web,Completed
ORD-002520,ACC-00297,2023-11-20,PROD-0014,1,4360.8,False,0,4360.8,Home,Web,Completed
ORD-002521,ACC-00297,2023-11-27,PROD-0001,4,3224.52,False,0,12898.08,Electronics,Web,Completed
ORD-002522,ACC-00297,2023-12-17,PROD-0013,1,7693.51,False,0,7693.51,Home,Web,Completed
ORD-002523,ACC-00298,2022-02-16,PROD-0025,2,679.21,False,0,1358.42,Fashion,Email,Completed
ORD-002524,ACC-00298,2022-05-31,PROD-0021,2,3280.49,False,0,6560.98,Home,Email,Completed
ORD-002525,ACC-00298,2022-08-17,PROD-0042,1,3000.27,False,0,3000.27,Sports,Email,Completed
ORD-002526,ACC-00298,2022-08-24,PROD-0012,2,4519.61,True,5,8587.26,Electronics,Email,Completed
ORD-002527,ACC-00298,2022-10-11,PROD-0068,1,2104.38,False,0,2104.38,Kids,Email,Completed
ORD-002528,ACC-00299,2024-01-10,PROD-0008,1,5495.71,False,0,5495.71,Electronics,Email,Completed
ORD-002529,ACC-00299,2024-10-04,PROD-0026,1,1493.23,False,0,1493.23,Fashion,Email,Completed
ORD-002530,ACC-00299,2024-11-14,PROD-0046,1,6810.83,True,5,6470.29,Sports,Email,Completed
ORD-002531,ACC-00299,2024-11-23,PROD-0011,1,11332.44,True,10,10199.2,Electronics,Email,Completed
ORD-002532,ACC-00299,2025-03-13,PROD-0067,1,4502.13,False,0,4502.13,Kids,Email,Completed
ORD-002533,ACC-00299,2025-04-09,PROD-0014,1,4583.73,False,0,4583.73,Home,Email,Completed
ORD-002534,ACC-00299,2025-05-01,PROD-0036,2,3316.01,False,0,6632.02,Fashion,Email,Completed
ORD-002535,ACC-00299,2025-06-24,PROD-0050,1,556.56,False,0,556.56,Beauty,Email,Completed
ORD-002536,ACC-00299,2025-07-24,PROD-0029,3,522.21,False,0,1566.63,Fashion,Email,Completed
ORD-002537,ACC-00300,2025-01-29,PROD-0018,1,3304.41,False,0,3304.41,Home,Email,Completed
ORD-002538,ACC-00300,2025-04-22,PROD-0058,1,2143.72,False,0,2143.72,Beauty,Email,Completed
ORD-002539,ACC-00300,2025-12-08,PROD-0004,1,10278.9,True,10,9251.01,Electronics,Email,Completed
ORD-002540,ACC-00301,2022-03-04,PROD-0047,2,590.16,False,0,1180.32,Sports,Web,Completed
ORD-002541,ACC-00301,2022-03-11,PROD-0002,1,9767.87,True,10,8791.08,Electronics,Web,Completed
ORD-002542,ACC-00301,2022-04-03,PROD-0023,2,4316.6,False,0,8633.2,Home,Web,Completed
ORD-002543,ACC-00301,2022-09-07,PROD-0057,1,1393.86,False,0,1393.86,Beauty,Web,Completed
ORD-002544,ACC-00301,2022-09-27,PROD-0019,1,5776.59,False,0,5776.59,Home,Web,Completed
ORD-002545,ACC-00301,2023-02-07,PROD-0027,1,2570.53,True,5,2442.0,Fashion,Web,Completed
ORD-002546,ACC-00301,2023-05-14,PROD-0008,2,6493.54,True,5,12337.73,Electronics,Web,Completed
ORD-002547,ACC-00301,2023-08-23,PROD-0027,1,2162.73,True,5,2054.59,Fashion,Web,Completed
ORD-002548,ACC-00301,2023-09-18,PROD-0054,2,2266.88,True,5,4307.07,Beauty,Web,Completed
ORD-002549,ACC-00301,2024-08-30,PROD-0040,1,2319.9,False,0,2319.9,Sports,Web,Completed
ORD-002550,ACC-00301,2024-11-16,PROD-0024,1,4505.37,False,0,4505.37,Home,Web,Completed
ORD-002551,ACC-00301,2024-12-16,PROD-0040,2,2401.15,True,20,3841.84,Sports,Web,Completed
ORD-002552,ACC-00301,2024-12-23,PROD-0039,1,1354.65,True,10,1219.19,Sports,Web,Completed
ORD-002553,ACC-00302,2024-01-31,PROD-0061,2,952.36,False,0,1904.72,Kids,Web,Completed
ORD-002554,ACC-00302,2024-08-17,PROD-0053,1,1467.66,True,5,1394.28,Beauty,Web,Completed
ORD-002555,ACC-00302,2024-09-14,PROD-0066,2,870.06,True,10,1566.11,Kids,Web,Completed
ORD-002556,ACC-00302,2025-03-26,PROD-0049,1,1928.22,True,10,1735.4,Beauty,Web,Completed
ORD-002557,ACC-00302,2025-06-20,PROD-0057,1,1282.65,False,0,1282.65,Beauty,Web,Completed
ORD-002558,ACC-00303,2022-02-16,PROD-0025,3,748.71,False,0,2246.13,Fashion,Email,Completed
ORD-002559,ACC-00303,2022-02-23,PROD-0025,2,812.69,False,0,1625.38,Fashion,Email,Completed
ORD-002560,ACC-00303,2022-03-02,PROD-0041,1,1388.69,False,0,1388.69,Sports,Email,Completed
ORD-002561,ACC-00303,2022-08-01,PROD-0033,1,2450.2,True,20,1960.16,Fashion,Email,Completed
ORD-002562,ACC-00303,2023-06-25,PROD-0024,1,3183.78,False,0,3183.78,Home,Email,Completed
ORD-002563,ACC-00303,2023-11-01,PROD-0036,1,3221.33,True,10,2899.2,Fashion,Email,Completed
ORD-002564,ACC-00303,2024-04-17,PROD-0035,1,2997.81,False,0,2997.81,Fashion,Email,Completed
ORD-002565,ACC-00303,2024-12-29,PROD-0020,1,4872.75,True,15,4141.84,Home,Email,Completed
ORD-002566,ACC-00303,2025-02-15,PROD-0013,2,7416.85,False,0,14833.7,Home,Email,Completed
ORD-002567,ACC-00303,2025-05-08,PROD-0038,1,5237.49,False,0,5237.49,Sports,Email,Completed
ORD-002568,ACC-00303,2025-06-13,PROD-0027,1,2238.75,True,10,2014.88,Fashion,Email,Completed
ORD-002569,ACC-00304,2023-01-25,PROD-0042,1,3079.39,True,5,2925.42,Sports,Email,Completed
ORD-002570,ACC-00304,2023-07-15,PROD-0001,1,3056.11,False,0,3056.11,Electronics,Email,Completed
ORD-002571,ACC-00304,2023-08-06,PROD-0064,1,2259.51,True,10,2033.56,Kids,Email,Completed
ORD-002572,ACC-00304,2023-09-24,PROD-0047,1,659.31,False,0,659.31,Sports,Email,Completed
ORD-002573,ACC-00304,2024-02-04,PROD-0012,2,5985.33,False,0,11970.66,Electronics,Email,Completed
ORD-002574,ACC-00304,2024-07-30,PROD-0041,1,1686.74,False,0,1686.74,Sports,Email,Completed
ORD-002575,ACC-00304,2024-10-25,PROD-0010,1,17396.55,False,0,17396.55,Electronics,Email,Completed
ORD-002576,ACC-00304,2024-12-04,PROD-0070,2,3148.32,False,0,6296.64,Kids,Email,Completed
ORD-002577,ACC-00305,2022-02-26,PROD-0032,2,354.29,False,0,708.58,Fashion,Email,Completed
ORD-002578,ACC-00305,2022-04-28,PROD-0011,1,11229.08,True,15,9544.72,Electronics,Email,Completed
ORD-002579,ACC-00306,2023-03-08,PROD-0014,3,4707.48,False,0,14122.44,Home,Mobile App,Completed
ORD-002580,ACC-00306,2023-07-31,PROD-0044,3,4331.97,False,0,12995.91,Sports,Mobile App,Completed
ORD-002581,ACC-00306,2023-08-07,PROD-0018,1,3168.84,True,5,3010.4,Home,Mobile App,Completed
ORD-002582,ACC-00306,2023-10-22,PROD-0066,1,1191.73,False,0,1191.73,Kids,Mobile App,Completed
ORD-002583,ACC-00306,2023-11-08,PROD-0017,1,3939.38,True,5,3742.41,Home,Mobile App,Completed
ORD-002584,ACC-00306,2023-12-03,PROD-0007,1,9039.6,True,15,7683.66,Electronics,Mobile App,Completed
ORD-002585,ACC-00306,2023-12-31,PROD-0038,1,5362.52,True,5,5094.39,Sports,Mobile App,Completed
ORD-002586,ACC-00306,2024-03-01,PROD-0006,1,12290.35,False,0,12290.35,Electronics,Mobile App,Completed
ORD-002587,ACC-00306,2024-03-08,PROD-0032,1,433.16,False,0,433.16,Fashion,Mobile App,Completed
ORD-002588,ACC-00306,2024-05-04,PROD-0031,1,3205.33,True,5,3045.06,Fashion,Mobile App,Completed
ORD-002589,ACC-00306,2024-05-20,PROD-0015,2,7018.23,False,0,14036.46,Home,Mobile App,Completed
ORD-002590,ACC-00306,2024-06-23,PROD-0008,2,7558.73,False,0,15117.46,Electronics,Mobile App,Completed
ORD-002591,ACC-00306,2024-09-14,PROD-0004,2,11341.33,True,10,20414.39,Electronics,Mobile App,Completed
ORD-002592,ACC-00306,2024-09-22,PROD-0063,3,4843.3,True,10,13076.91,Kids,Mobile App,Completed
ORD-002593,ACC-00306,2024-10-07,PROD-0035,3,3810.82,False,0,11432.46,Fashion,Mobile App,Completed
ORD-002594,ACC-00306,2024-11-30,PROD-0013,1,8668.1,False,0,8668.1,Home,Mobile App,Completed
ORD-002595,ACC-00306,2024-12-16,PROD-0020,2,6255.55,False,0,12511.1,Home,Mobile App,Completed
ORD-002596,ACC-00307,2022-03-16,PROD-0012,1,4671.79,True,5,4438.2,Electronics,Web,Completed
ORD-002597,ACC-00307,2022-07-09,PROD-0064,1,1994.55,True,5,1894.82,Kids,Web,Completed
ORD-002598,ACC-00308,2022-05-02,PROD-0013,1,7229.25,False,0,7229.25,Home,Mobile App,Completed
ORD-002599,ACC-00308,2022-05-09,PROD-0063,2,4376.08,True,10,7876.94,Kids,Mobile App,Completed
ORD-002600,ACC-00308,2022-05-16,PROD-0064,1,2865.5,False,0,2865.5,Kids,Mobile App,Completed
ORD-002601,ACC-00308,2022-07-01,PROD-0050,1,515.72,False,0,515.72,Beauty,Mobile App,Completed
ORD-002602,ACC-00308,2022-07-08,PROD-0046,1,5317.52,True,5,5051.64,Sports,Mobile App,Completed
ORD-002603,ACC-00308,2022-10-09,PROD-0006,2,14461.27,False,0,28922.54,Electronics,Mobile App,Completed
ORD-002604,ACC-00308,2023-01-29,PROD-0072,2,363.6,False,0,727.2,Kids,Mobile App,Completed
ORD-002605,ACC-00308,2023-05-13,PROD-0063,1,4256.48,False,0,4256.48,Kids,Mobile App,Completed
ORD-002606,ACC-00309,2024-04-03,PROD-0008,1,5758.93,False,0,5758.93,Electronics,Email,Completed
ORD-002607,ACC-00309,2024-04-16,PROD-0014,2,3714.11,True,15,6313.99,Home,Email,Completed
ORD-002608,ACC-00309,2024-04-23,PROD-0043,1,6306.76,False,0,6306.76,Sports,Email,Completed
ORD-002609,ACC-00309,2024-05-12,PROD-0025,1,726.65,True,10,653.98,Fashion,Email,Completed
ORD-002610,ACC-00309,2024-06-09,PROD-0047,1,733.18,False,0,733.18,Sports,Email,Completed
ORD-002611,ACC-00309,2024-07-13,PROD-0038,1,5142.93,False,0,5142.93,Sports,Email,Completed
ORD-002612,ACC-00309,2025-02-08,PROD-0056,2,1204.15,False,0,2408.3,Beauty,Email,Completed
ORD-002613,ACC-00309,2025-03-11,PROD-0042,1,3464.5,False,0,3464.5,Sports,Email,Completed
ORD-002614,ACC-00309,2025-04-09,PROD-0006,2,14410.14,False,0,28820.28,Electronics,Email,Completed
ORD-002615,ACC-00310,2022-02-21,PROD-0016,1,1754.69,False,0,1754.69,Home,Store,Completed
