ID zákazníka,Loyalty Tier,Region,CLV Segment,Predikovaný CLV 2025,P(churn),Churn Risk,Churned 2024 (skutečnost),priorita
ACC-00486,Gold,CZ,Low,0.0,0.12806414,Nízké,0,
ACC-00487,Bronze,CZ,Low,131.57436,0.029610699,Nízké,0,
ACC-00488,Bronze,CZ,Low,0.0,0.11365301,Nízké,0,
ACC-00489,Bronze,CZ,Low,32.15433,0.7708374,Vysoké,1,
ACC-00490,Gold,CZ,Low,36.413013,0.16101135,Nízké,0,
ACC-00491,Silver,CZ,Low,632.52936,0.85971355,Vysoké,1,
ACC-00492,Bronze,CZ,Medium,18463.572,0.029331122,Nízké,0,🟢 Udržet
ACC-00494,Silver,CZ,Low,84.20232,0.30396676,Nízké,0,
ACC-00495,Bronze,CZ,Low,0.0,0.9147298,Vysoké,1,
ACC-00499,Silver,SK,Low,197.93752,0.22064601,Nízké,1,
ACC-00501,Silver,CZ,Low,0.0,0.012558549,Nízké,0,
ACC-00502,Gold,CZ,Low,81.28017,0.6379443,Střední,1,
ACC-00503,Silver,CZ,Low,19.900587,0.09949455,Nízké,0,
ACC-00507,Bronze,CZ,Low,0.0,0.9078259,Vysoké,1,
ACC-00515,Silver,CZ,High,29182.273,0.02937249,Nízké,0,🟢 Udržet
ACC-00516,Bronze,CZ,Low,0.0,0.8692089,Vysoké,1,
ACC-00517,Bronze,CZ,Medium,19354.32,0.012412685,Nízké,0,🟢 Udržet
ACC-00518,Bronze,CZ,Low,0.0,0.2844686,Nízké,0,
ACC-00519,Silver,CZ,Medium,20697.447,0.23697832,Nízké,0,🟢 Udržet
ACC-00520,Bronze,SK,Medium,19171.564,0.007097389,Nízké,0,🟢 Udržet
ACC-00521,Bronze,CZ,Low,204.95522,0.17000328,Nízké,0,
ACC-00522,Silver,CZ,Low,0.0,0.36871612,Střední,0,
ACC-00523,Silver,CZ,Medium,7233.0015,0.010496379,Nízké,0,🟢 Udržet
ACC-00524,Gold,CZ,High,41239.707,0.0070680976,Nízké,0,🟢 Udržet
ACC-00525,Bronze,SK,Low,169.2843,0.13345477,Nízké,0,
ACC-00526,Silver,CZ,Low,195.53215,0.75239336,Vysoké,1,
ACC-00527,Silver,CZ,Low,2412.2324,0.74582124,Vysoké,0,
ACC-00529,Silver,CZ,Low,0.0,0.676896,Vysoké,1,
ACC-00530,Silver,CZ,Low,0.0,0.11840182,Nízké,0,
ACC-00531,Bronze,CZ,Low,56.81424,0.29578465,Nízké,0,
ACC-00533,Bronze,CZ,Low,562.8568,0.90430003,Vysoké,1,
ACC-00534,Silver,CZ,Medium,8082.2583,0.079899825,Nízké,0,🟢 Udržet
ACC-00535,Silver,SK,Medium,23767.275,0.033191472,Nízké,0,🟢 Udržet
ACC-00541,Silver,CZ,Low,117.06556,0.94581926,Vysoké,1,
ACC-00542,Bronze,SK,Low,0.0,0.92307585,Vysoké,1,
ACC-00544,Silver,SK,Low,132.7555,0.015190953,Nízké,0,
ACC-00546,Silver,CZ,Low,4.376637,0.013906537,Nízké,0,
ACC-00547,Silver,CZ,Low,37.701088,0.24195436,Nízké,0,
ACC-00551,Gold,CZ,High,45458.176,0.15192766,Nízké,0,🟢 Udržet
ACC-00553,Bronze,CZ,Low,0.0,0.96794933,Vysoké,1,
ACC-00554,Silver,SK,Low,0.0,0.9257557,Vysoké,1,
ACC-00557,Silver,CZ,Low,0.0,0.8611204,Vysoké,1,
ACC-00558,Silver,CZ,Low,91.35162,0.8496619,Vysoké,1,
ACC-00559,Bronze,CZ,Low,394.7371,0.93009907,Vysoké,1,
ACC-00561,Gold,CZ,Low,1557.9348,0.17414941,Nízké,0,
ACC-00563,Silver,CZ,Low,0.0,0.29229516,Nízké,0,
ACC-00564,Silver,CZ,Low,0.0,0.22696061,Nízké,0,
ACC-00565,Gold,CZ,High,41509.637,0.045317486,Nízké,0,🟢 Udržet
ACC-00566,Silver,CZ,Low,8.960521,0.9486134,Vysoké,1,
ACC-00567,Silver,CZ,Low,26.67713,0.05429743,Nízké,0,
ACC-00568,Bronze,SK,Low,6.050101,0.83134246,Vysoké,1,
ACC-00569,Bronze,CZ,Low,5.376272,0.6920144,Vysoké,1,
ACC-00571,Bronze,CZ,Low,4326.7324,0.55154556,Střední,0,
ACC-00572,Bronze,CZ,Low,2710.0044,0.06582985,Nízké,0,
ACC-00573,Bronze,CZ,Low,0.0,0.8580251,Vysoké,1,
ACC-00574,Gold,SK,High,52726.93,0.0024687897,Nízké,0,🟢 Udržet
ACC-00575,Silver,SK,Low,42.031357,0.038657814,Nízké,0,
ACC-00578,Bronze,CZ,Low,46.462852,0.97562826,Vysoké,1,
ACC-00579,Silver,CZ,Low,931.9944,0.2723253,Nízké,0,
ACC-00580,Bronze,CZ,Low,2.6942341,0.81217045,Vysoké,1,
ACC-00581,Bronze,CZ,Low,70.18778,0.8629989,Vysoké,1,
ACC-00582,Bronze,CZ,Low,50.95182,0.9686337,Vysoké,1,
ACC-00583,Silver,SK,Medium,12304.342,0.036617488,Nízké,0,🟢 Udržet
ACC-00584,Bronze,CZ,Low,34.683144,0.23223425,Nízké,0,
ACC-00586,Bronze,CZ,Low,0.0,0.4238132,Střední,0,
ACC-00588,Gold,CZ,Low,2979.7397,0.13536614,Nízké,0,
ACC-00589,Bronze,CZ,High,54958.48,0.028052958,Nízké,0,🟢 Udržet
ACC-00591,Bronze,CZ,Low,33.941425,0.9511984,Vysoké,1,
ACC-00592,Silver,SK,Low,2884.882,0.3571873,Střední,0,
ACC-00593,Silver,SK,Low,0.0,0.81934637,Vysoké,1,
ACC-00594,Silver,CZ,High,63083.11,0.011933388,Nízké,0,🟢 Udržet
ACC-00595,Gold,CZ,High,32317.586,0.1313569,Nízké,0,🟢 Udržet
ACC-00597,Gold,SK,Low,2301.952,0.74225485,Vysoké,1,
ACC-00599,Bronze,CZ,Medium,9663.899,0.019365147,Nízké,0,🟢 Udržet
ACC-00600,Bronze,CZ,Low,0.0,0.77387255,Vysoké,1,
ACC-00601,Bronze,CZ,Low,4483.248,0.03569739,Nízké,0,
ACC-00602,Bronze,CZ,Low,3619.6875,0.30483207,Nízké,0,
ACC-00603,Bronze,SK,Low,371.218,0.3916142,Střední,0,
ACC-00604,Bronze,CZ,Medium,11568.456,0.19333898,Nízké,0,🟢 Udržet
ACC-00605,Silver,SK,Low,159.28366,0.8899152,Vysoké,1,
ACC-00606,Silver,CZ,Low,43.80849,0.65941226,Vysoké,1,
ACC-00607,Bronze,CZ,Low,0.0,0.9889409,Vysoké,1,
ACC-00609,Bronze,CZ,Low,4760.3535,0.06810671,Nízké,0,
ACC-00610,Bronze,CZ,Low,2758.5696,0.15399304,Nízké,0,
ACC-00611,Silver,CZ,Low,124.56215,0.093801185,Nízké,0,
ACC-00612,Silver,SK,Low,0.0,0.46012166,Střední,1,
ACC-00613,Bronze,SK,Low,108.95518,0.5761701,Střední,1,
ACC-00614,Bronze,CZ,Low,33.05892,0.83460987,Vysoké,1,
ACC-00616,Gold,CZ,Low,807.36646,0.6002884,Střední,0,
ACC-00617,Bronze,SK,Low,0.0,0.8841482,Vysoké,1,
ACC-00621,Gold,CZ,Medium,13259.788,0.026702,Nízké,0,🟢 Udržet
ACC-00622,Silver,CZ,Medium,21111.947,0.082520686,Nízké,0,🟢 Udržet
ACC-00625,Gold,CZ,Low,219.83342,0.23552644,Nízké,1,
ACC-00626,Silver,SK,Low,0.0,0.8670327,Vysoké,1,
ACC-00628,Bronze,CZ,Low,0.0,0.71752477,Vysoké,1,
ACC-00629,Bronze,CZ,Low,0.0,0.10114924,Nízké,0,
ACC-00631,Bronze,SK,Low,1548.7545,0.91816795,Vysoké,1,
ACC-00632,Bronze,SK,Low,3516.3896,0.7473086,Vysoké,1,
ACC-00634,Bronze,CZ,Low,31.323257,0.76769453,Vysoké,1,
ACC-00635,Silver,CZ,Low,82.83885,0.083653994,Nízké,0,
ACC-00637,Bronze,CZ,Low,3973.6582,0.4080488,Střední,0,
ACC-00638,Silver,SK,Medium,19847.443,0.033572886,Nízké,0,🟢 Udržet
ACC-00640,Silver,CZ,High,47033.164,0.7701598,Vysoké,1,🔴 Okamžitá retence
ACC-00643,Bronze,SK,Low,0.0,0.4508731,Střední,1,
ACC-00644,Gold,SK,Medium,11671.904,0.043953244,Nízké,0,🟢 Udržet
ACC-00645,Silver,CZ,Low,74.07874,0.85469747,Vysoké,1,
ACC-00646,Silver,CZ,High,29251.992,0.3911304,Střední,0,🟡 Sledovat
ACC-00647,Silver,CZ,Low,201.36014,0.7348291,Vysoké,1,
ACC-00648,Bronze,CZ,Low,0.0,0.742085,Vysoké,1,
ACC-00649,Bronze,CZ,Low,205.16263,0.046771836,Nízké,0,
ACC-00650,Bronze,CZ,Low,33.65066,0.8939515,Vysoké,1,
ACC-00652,Silver,SK,Low,78.243095,0.08264916,Nízké,0,
ACC-00655,Silver,SK,Low,43.616062,0.3708653,Střední,1,
ACC-00656,Silver,CZ,High,165051.08,0.013652308,Nízké,0,🟢 Udržet
ACC-00659,Bronze,CZ,Low,0.0,0.7866963,Vysoké,1,
ACC-00660,Silver,CZ,Low,143.07556,0.018116822,Nízké,0,
ACC-00661,Bronze,SK,Low,0.0,0.9238219,Vysoké,1,
ACC-00663,Bronze,SK,Low,0.0,0.7964096,Vysoké,1,
ACC-00664,Bronze,CZ,Low,74.25521,0.9716645,Vysoké,1,
ACC-00665,Silver,CZ,Medium,12271.836,0.42682114,Střední,1,
ACC-00666,Silver,CZ,Low,109.50141,0.0726105,Nízké,0,
ACC-00668,Gold,CZ,High,47028.43,0.25300598,Nízké,0,🟢 Udržet
ACC-00670,Silver,SK,Low,0.0,0.88922894,Vysoké,1,
ACC-00672,Silver,CZ,Low,49.89762,0.76918876,Vysoké,1,
ACC-00673,Gold,CZ,Low,0.0,0.9217771,Vysoké,1,
ACC-00679,Silver,CZ,Medium,23448.68,0.006474403,Nízké,0,🟢 Udržet
ACC-00680,Gold,CZ,Low,166.70853,0.10835441,Nízké,0,
ACC-00681,Bronze,CZ,Low,84.716354,0.08872186,Nízké,0,
ACC-00682,Silver,CZ,Low,0.0,0.07900796,Nízké,0,
ACC-00683,Silver,CZ,Medium,7461.267,0.025798235,Nízké,0,🟢 Udržet
ACC-00686,Silver,CZ,Low,15.187538,0.06977691,Nízké,0,
ACC-00687,Bronze,CZ,Low,111.49865,0.8915389,Vysoké,1,
ACC-00688,Bronze,CZ,Low,33.23798,0.24623582,Nízké,0,
ACC-00692,Silver,CZ,Low,73.55193,0.3094362,Nízké,0,
ACC-00695,Silver,CZ,Medium,8230.831,0.0059625236,Nízké,0,🟢 Udržet
ACC-00696,Silver,CZ,Low,1927.7031,0.65645975,Vysoké,0,
ACC-00697,Silver,CZ,Low,162.79605,0.4464155,Střední,0,
ACC-00698,Bronze,SK,Low,2996.2866,0.7010163,Vysoké,0,
ACC-00699,Bronze,SK,Low,170.21901,0.08309942,Nízké,0,
ACC-00700,Silver,CZ,Low,0.0,0.33415738,Nízké,1,
ACC-00701,Bronze,CZ,Low,0.0,0.8674012,Vysoké,1,
ACC-00702,Bronze,CZ,Low,218.67068,0.42837137,Střední,0,
ACC-00704,Gold,CZ,Low,39.390385,0.8373027,Vysoké,1,
ACC-00707,Silver,CZ,Low,0.0,0.8141696,Vysoké,1,
ACC-00708,Bronze,CZ,Low,187.38441,0.41228136,Střední,1,
ACC-00709,Silver,SK,Low,2777.7593,0.06403062,Nízké,0,
ACC-00711,Bronze,CZ,Low,0.0,0.521436,Střední,1,
ACC-00712,Silver,CZ,Low,563.79333,0.049860414,Nízké,0,
ACC-00716,Bronze,CZ,Low,4793.0205,0.18769982,Nízké,0,
ACC-00719,Bronze,CZ,Low,61.134125,0.40055168,Střední,0,
ACC-00720,Bronze,CZ,Low,19.902279,0.35165662,Střední,0,
ACC-00721,Silver,CZ,Low,208.59128,0.33355054,Nízké,0,
ACC-00722,Bronze,CZ,Low,190.99901,0.22782244,Nízké,0,
ACC-00723,Gold,CZ,Low,192.57845,0.8698257,Vysoké,1,
ACC-00724,Silver,CZ,Low,8.319732,0.5691773,Střední,1,
ACC-00727,Bronze,SK,Medium,8006.1553,0.0045405026,Nízké,0,🟢 Udržet
ACC-00728,Gold,CZ,Low,2105.3506,0.95490074,Vysoké,1,
ACC-00730,Bronze,CZ,Medium,6709.7793,0.10181519,Nízké,0,🟢 Udržet
ACC-00731,Bronze,CZ,Low,62.30311,0.5870764,Střední,1,
ACC-00732,Bronze,SK,Low,79.82985,0.95550555,Vysoké,1,
ACC-00733,Bronze,CZ,Low,0.0,0.7919093,Vysoké,1,
ACC-00734,Silver,SK,Medium,7161.0923,0.24010065,Nízké,0,🟢 Udržet
ACC-00736,Silver,CZ,Low,62.096203,0.613773,Střední,0,
ACC-00737,Gold,CZ,Low,0.0,0.77672064,Vysoké,1,
ACC-00739,Silver,CZ,Low,1794.0753,0.020383107,Nízké,0,
ACC-00742,Gold,SK,Low,88.631744,0.021264078,Nízké,0,
ACC-00743,Gold,CZ,Medium,15840.21,0.036647633,Nízké,0,🟢 Udržet
ACC-00744,Bronze,CZ,Medium,15408.325,0.090545945,Nízké,0,🟢 Udržet
ACC-00745,Gold,CZ,Medium,6287.342,0.011599811,Nízké,0,🟢 Udržet
ACC-00747,Silver,SK,Low,0.0,0.28253508,Nízké,1,
ACC-00748,Bronze,CZ,Low,93.619644,0.8502923,Vysoké,1,
ACC-00749,Silver,CZ,High,49088.32,0.0527356,Nízké,0,🟢 Udržet
ACC-00750,Bronze,SK,Low,0.0,0.1546096,Nízké,0,
ACC-00751,Silver,CZ,Low,3477.4773,0.0061614304,Nízké,0,
ACC-00752,Bronze,SK,Low,22.47379,0.15467109,Nízké,0,
ACC-00753,Gold,SK,Low,10.153808,0.8827157,Vysoké,1,
ACC-00754,Bronze,CZ,Low,0.0,0.5184707,Střední,0,
ACC-00755,Silver,CZ,Low,0.0,0.44120315,Střední,0,
ACC-00756,Gold,SK,Low,0.0,0.15021652,Nízké,0,
ACC-00757,Bronze,CZ,Low,15.415149,0.86378825,Vysoké,1,
ACC-00759,Bronze,CZ,Low,0.0,0.66758364,Vysoké,1,
ACC-00762,Bronze,SK,Low,18.935228,0.4538513,Střední,0,
ACC-00764,Bronze,SK,Medium,9262.149,0.27891335,Nízké,0,🟢 Udržet
ACC-00765,Silver,CZ,Low,113.02678,0.06190785,Nízké,0,
ACC-00766,Silver,CZ,Medium,7534.677,0.010805256,Nízké,0,🟢 Udržet
ACC-00767,Silver,CZ,Low,159.5135,0.08295864,Nízké,0,
ACC-00768,Silver,CZ,Medium,14431.364,0.053018626,Nízké,0,🟢 Udržet
ACC-00769,Bronze,CZ,Low,173.10774,0.81007135,Vysoké,1,
ACC-00771,Gold,CZ,Medium,6032.3857,0.174358,Nízké,1,🟢 Udržet
ACC-00772,Silver,SK,Low,0.0,0.9264685,Vysoké,1,
ACC-00777,Silver,SK,Medium,22937.93,0.10466089,Nízké,0,🟢 Udržet
ACC-00780,Silver,SK,High,157274.94,0.0078025325,Nízké,0,🟢 Udržet
ACC-00784,Silver,CZ,Low,278.07413,0.43981236,Střední,1,
ACC-00785,Silver,SK,Low,511.98645,0.27663928,Nízké,0,
ACC-00786,Silver,SK,Low,0.0,0.88451624,Vysoké,1,
ACC-00788,Gold,CZ,Low,1133.6421,0.7760333,Vysoké,1,
ACC-00789,Gold,CZ,Low,1680.2389,0.8736639,Vysoké,1,
ACC-00791,Silver,SK,Low,2162.632,0.0060903938,Nízké,0,
ACC-00792,Bronze,CZ,Low,70.622574,0.15005915,Nízké,0,
ACC-00793,Bronze,CZ,Low,0.0,0.84113663,Vysoké,1,
ACC-00794,Silver,CZ,High,148880.19,0.006677589,Nízké,0,🟢 Udržet
ACC-00795,Silver,CZ,Low,0.0,0.42069077,Střední,1,
ACC-00796,Bronze,CZ,Low,403.6405,0.9718097,Vysoké,1,
ACC-00797,Gold,CZ,Medium,7914.8657,0.10287889,Nízké,0,🟢 Udržet
ACC-00798,Silver,CZ,Low,0.0,0.9685489,Vysoké,1,
ACC-00799,Bronze,CZ,Low,0.0,0.9613357,Vysoké,1,
ACC-00800,Gold,CZ,Medium,8265.946,0.0061238264,Nízké,0,🟢 Udržet
ACC-00801,Silver,CZ,Low,0.0,0.13917676,Nízké,0,
ACC-00802,Bronze,CZ,Low,0.0,0.61456406,Střední,1,
ACC-00803,Silver,CZ,Medium,21933.451,0.033432357,Nízké,0,🟢 Udržet
ACC-00804,Bronze,CZ,Low,801.4199,0.13040587,Nízké,0,
ACC-00806,Bronze,CZ,Low,158.47061,0.04939106,Nízké,0,
ACC-00807,Silver,CZ,Medium,10273.107,0.060844507,Nízké,0,🟢 Udržet
ACC-00808,Bronze,CZ,Low,0.0,0.6147246,Střední,1,
ACC-00810,Gold,CZ,Low,49.84918,0.19104096,Nízké,1,
ACC-00812,Silver,CZ,Low,0.0,0.27708867,Nízké,0,
ACC-00813,Bronze,CZ,Low,239.94098,0.9518043,Vysoké,1,
ACC-00814,Silver,CZ,Low,0.0,0.35146752,Střední,1,
ACC-00815,Bronze,CZ,Low,0.0,0.2728155,Nízké,0,
ACC-00816,Silver,SK,Medium,7810.4473,0.48700503,Střední,1,
ACC-00817,Silver,CZ,Low,0.21668935,0.90013933,Vysoké,1,
ACC-00818,Silver,CZ,Low,161.8055,0.96217597,Vysoké,1,
ACC-00819,Bronze,CZ,Low,3602.857,0.37424102,Střední,0,
ACC-00820,Bronze,CZ,Low,0.0,0.9866954,Vysoké,1,
ACC-00821,Silver,CZ,Low,0.0,0.61447316,Střední,1,
ACC-00822,Bronze,CZ,Low,101.02792,0.19739513,Nízké,1,
ACC-00824,Silver,CZ,Low,0.0,0.051604237,Nízké,0,
ACC-00825,Silver,CZ,Low,0.0,0.5119365,Střední,1,
ACC-00826,Silver,CZ,Low,2443.3167,0.019721488,Nízké,0,
ACC-00827,Silver,SK,Low,888.0212,0.93317884,Vysoké,1,
ACC-00828,Bronze,CZ,Low,54.270126,0.96139896,Vysoké,1,
ACC-00829,Bronze,SK,Low,30.448494,0.9316626,Vysoké,1,
ACC-00831,Silver,CZ,Low,0.0,0.9867489,Vysoké,1,
ACC-00833,Silver,CZ,Low,118.20409,0.70336586,Vysoké,1,
ACC-00834,Silver,SK,Low,0.0,0.8899466,Vysoké,1,
ACC-00835,Gold,CZ,Low,276.44586,0.17090745,Nízké,0,
ACC-00837,Silver,CZ,Low,0.0,0.025751807,Nízké,0,
ACC-00839,Silver,CZ,Medium,8496.298,0.022953477,Nízké,0,🟢 Udržet
ACC-00840,Gold,CZ,Low,66.6669,0.011128723,Nízké,0,
ACC-00841,Bronze,CZ,High,89227.94,0.0035986602,Nízké,0,🟢 Udržet
ACC-00842,Bronze,CZ,Low,0.0,0.3489279,Nízké,1,
ACC-00843,Bronze,CZ,Low,68.718704,0.61242944,Střední,1,
ACC-00845,Bronze,CZ,Low,2.4069817,0.086230196,Nízké,0,
ACC-00850,Silver,SK,Low,132.12143,0.44716734,Střední,0,
ACC-00851,Silver,CZ,Low,1529.1083,0.86280936,Vysoké,1,
ACC-00852,Bronze,CZ,Low,0.0,0.45506656,Střední,0,
ACC-00853,Gold,CZ,Medium,19495.846,0.11656792,Nízké,0,🟢 Udržet
ACC-00854,Gold,SK,Low,1107.4209,0.025764938,Nízké,0,
ACC-00858,Bronze,CZ,Low,34.38154,0.9606718,Vysoké,1,
ACC-00859,Bronze,CZ,Low,0.0,0.17570253,Nízké,0,
ACC-00860,Bronze,CZ,Low,0.0,0.9643605,Vysoké,1,
ACC-00861,Silver,CZ,Low,0.0,0.79594857,Vysoké,1,
ACC-00862,Silver,CZ,Low,0.0,0.68504393,Vysoké,1,
ACC-00864,Bronze,CZ,Low,85.74612,0.41083798,Střední,0,
ACC-00865,Bronze,CZ,Low,0.0,0.97365177,Vysoké,1,
ACC-00866,Bronze,CZ,Medium,5395.751,0.056018803,Nízké,0,🟢 Udržet
ACC-00868,Gold,SK,Medium,11727.947,0.78273773,Vysoké,0,🟡 Cílená kampaň
ACC-00869,Bronze,SK,Low,0.0,0.74322766,Vysoké,1,
ACC-00870,Silver,CZ,Low,31.025476,0.47792226,Střední,0,
ACC-00872,Bronze,CZ,Medium,5367.1216,0.007769225,Nízké,0,🟢 Udržet
ACC-00873,Bronze,CZ,Low,2743.444,0.13007696,Nízké,0,
ACC-00874,Silver,CZ,Low,227.93036,0.44982678,Střední,0,
ACC-00875,Bronze,CZ,Medium,6244.0894,0.9058795,Vysoké,1,🟡 Cílená kampaň
ACC-00876,Bronze,CZ,Low,0.0,0.8973692,Vysoké,1,
ACC-00877,Bronze,SK,Medium,16079.289,0.20189968,Nízké,0,🟢 Udržet
ACC-00880,Silver,SK,Low,76.303116,0.7548275,Vysoké,1,
ACC-00881,Bronze,CZ,Low,14.212122,0.5770213,Střední,0,
ACC-00883,Bronze,CZ,Low,0.0,0.95358944,Vysoké,1,
ACC-00884,Bronze,CZ,Low,23.568386,0.7888467,Vysoké,1,
ACC-00885,Silver,CZ,Medium,6687.3945,0.003209734,Nízké,0,🟢 Udržet
ACC-00888,Silver,SK,Low,2695.173,0.7419067,Vysoké,1,
ACC-00891,Bronze,SK,Medium,9954.02,0.083178565,Nízké,0,🟢 Udržet
ACC-00892,Silver,CZ,Medium,16004.297,0.0067995307,Nízké,0,🟢 Udržet
ACC-00893,Silver,CZ,Low,0.0,0.27854434,Nízké,1,
ACC-00894,Bronze,CZ,Low,1194.8634,0.65075845,Vysoké,1,
ACC-00895,Silver,CZ,Low,2631.6929,0.19683896,Nízké,0,
ACC-00899,Bronze,SK,Low,497.64038,0.6805458,Vysoké,1,
ACC-00900,Silver,SK,Medium,19549.008,0.012339633,Nízké,0,🟢 Udržet
ACC-00902,Bronze,CZ,Low,0.0,0.042895958,Nízké,0,
ACC-00903,Bronze,SK,High,36109.574,0.03139493,Nízké,0,🟢 Udržet
ACC-00904,Silver,SK,Low,4556.561,0.35285512,Střední,0,
ACC-00905,Silver,SK,Medium,21786.834,0.0066473503,Nízké,0,🟢 Udržet
ACC-00906,Bronze,SK,Low,2.4043455,0.9774106,Vysoké,1,
ACC-00907,Silver,CZ,Low,1442.0438,0.59613967,Střední,1,
ACC-00908,Silver,CZ,Low,1090.4495,0.34569046,Nízké,0,
ACC-00910,Silver,CZ,Low,280.42355,0.9651756,Vysoké,1,
ACC-00913,Bronze,SK,Low,0.0,0.8604451,Vysoké,1,
ACC-00917,Bronze,SK,Low,57.432594,0.9821634,Vysoké,1,
ACC-00918,Silver,CZ,Low,0.0,0.057245925,Nízké,0,
ACC-00919,Silver,CZ,Low,0.0,0.27656072,Nízké,1,
ACC-00920,Bronze,CZ,Low,0.0,0.8820779,Vysoké,1,
ACC-00925,Silver,CZ,Medium,5476.281,0.12507741,Nízké,0,🟢 Udržet
ACC-00928,Bronze,CZ,Low,247.0276,0.966343,Vysoké,1,
ACC-00929,Silver,CZ,Medium,6191.199,0.05264688,Nízké,0,🟢 Udržet
ACC-00930,Silver,CZ,Low,0.0,0.15063542,Nízké,1,
ACC-00931,Gold,SK,Medium,15115.461,0.07440839,Nízké,0,🟢 Udržet
ACC-00932,Gold,SK,Low,3402.2034,0.07186219,Nízké,0,
ACC-00934,Bronze,CZ,Low,960.7786,0.22243202,Nízké,0,
ACC-00935,Silver,SK,Low,0.0,0.20960401,Nízké,0,
ACC-00938,Silver,SK,Medium,23626.545,0.057493303,Nízké,0,🟢 Udržet
ACC-00939,Gold,CZ,Low,42.623257,0.95282626,Vysoké,1,
ACC-00940,Gold,CZ,Low,92.88201,0.83973485,Vysoké,1,
ACC-00941,Bronze,CZ,Low,0.0,0.73760116,Vysoké,1,
ACC-00942,Silver,SK,Medium,19951.836,0.0024576262,Nízké,0,🟢 Udržet
ACC-00944,Bronze,CZ,Low,269.99036,0.02734982,Nízké,0,
ACC-00945,Bronze,CZ,Low,14.504377,0.79322726,Vysoké,1,
ACC-00946,Gold,CZ,Low,40.4676,0.29036528,Nízké,0,
ACC-00950,Silver,CZ,Low,10.820023,0.0047581526,Nízké,0,
ACC-00951,Silver,CZ,Low,2359.9028,0.20531926,Nízké,0,
ACC-00952,Silver,CZ,Low,123.408455,0.2292283,Nízké,1,
ACC-00956,Gold,SK,Low,144.41377,0.7996756,Vysoké,1,
ACC-00959,Silver,CZ,Medium,8554.801,0.004922674,Nízké,0,🟢 Udržet
ACC-00960,Bronze,SK,Low,58.56731,0.9360374,Vysoké,1,
ACC-00962,Silver,CZ,Low,76.380875,0.17143205,Nízké,0,
ACC-00963,Bronze,CZ,Low,0.0,0.19911897,Nízké,0,
ACC-00964,Bronze,CZ,Low,147.85236,0.985179,Vysoké,1,
ACC-00966,Bronze,CZ,Medium,6456.957,0.015396906,Nízké,0,🟢 Udržet
ACC-00967,Bronze,CZ,Medium,9661.252,0.006657412,Nízké,0,🟢 Udržet
ACC-00968,Bronze,CZ,Low,57.496693,0.063351475,Nízké,0,
ACC-00971,Bronze,CZ,Low,0.0,0.42246872,Střední,0,
ACC-00972,Silver,CZ,Medium,12689.754,0.05298591,Nízké,0,🟢 Udržet
ACC-00973,Gold,CZ,Low,210.22464,0.03445255,Nízké,0,
ACC-00975,Gold,CZ,Low,2036.7185,0.31540388,Nízké,0,
ACC-00976,Bronze,CZ,Low,2763.4329,0.049165282,Nízké,0,
ACC-00977,Bronze,CZ,Low,24.430904,0.8749353,Vysoké,1,
ACC-00978,Bronze,CZ,Medium,22912.516,0.023848834,Nízké,0,🟢 Udržet
ACC-00979,Silver,SK,Low,0.0,0.96614856,Vysoké,1,
ACC-00980,Bronze,CZ,Low,0.0,0.35412645,Střední,1,
ACC-00981,Silver,CZ,High,93036.29,0.0026209536,Nízké,0,🟢 Udržet
ACC-00982,Bronze,CZ,Low,39.056488,0.9527602,Vysoké,1,
ACC-00986,Bronze,CZ,Low,0.0,0.9437795,Vysoké,1,
ACC-00987,Gold,CZ,Low,72.26405,0.014652298,Nízké,0,
ACC-00988,Bronze,CZ,Low,72.417465,0.74402237,Vysoké,1,
ACC-00989,Silver,SK,Low,4696.572,0.26857957,Nízké,0,
ACC-00990,Silver,SK,Medium,9694.528,0.004909814,Nízké,0,🟢 Udržet
ACC-00991,Bronze,CZ,Low,120.77252,0.0450733,Nízké,0,
ACC-00992,Silver,CZ,Low,0.0,0.77239406,Vysoké,1,
ACC-00993,Bronze,SK,Low,88.3251,0.9739343,Vysoké,1,
ACC-00994,Bronze,CZ,Low,2858.38,0.5380128,Střední,0,
ACC-00995,Bronze,CZ,Low,640.7412,0.8320429,Vysoké,1,
ACC-00996,Silver,SK,Low,0.0,0.94213825,Vysoké,1,
ACC-00997,Bronze,SK,Medium,5268.791,0.45576182,Střední,1,
ACC-00998,Silver,CZ,Low,0.0,0.67012334,Vysoké,1,
ACC-00999,Bronze,CZ,Low,268.15826,0.036444303,Nízké,0,
ACC-01000,Bronze,CZ,Low,7.875213,0.94422734,Vysoké,1,
ACC-01001,Silver,CZ,Low,212.6355,0.05951511,Nízké,0,
ACC-01002,Silver,CZ,Low,703.81085,0.05172964,Nízké,0,
ACC-01003,Bronze,CZ,Low,5.266367,0.9454535,Vysoké,1,
ACC-01004,Bronze,CZ,Medium,5402.491,0.028131528,Nízké,0,🟢 Udržet
ACC-01005,Gold,CZ,Medium,5700.8223,0.07264401,Nízké,0,🟢 Udržet
ACC-01006,Silver,CZ,Medium,9854.514,0.012153374,Nízké,0,🟢 Udržet
ACC-01007,Silver,CZ,Low,3176.0352,0.053846568,Nízké,0,
ACC-01009,Silver,CZ,Low,6.6264153,0.95042837,Vysoké,1,
ACC-01012,Bronze,SK,Medium,11233.215,0.030491972,Nízké,0,🟢 Udržet
ACC-01013,Gold,CZ,Low,0.0,0.05597588,Nízké,0,
